De ref,school name,address 1,town,postcode,school type,management type,constituency,council,rural     ,total enrolment,male,female,fsme,free school meals,Protestant,% Protestant,Catholic,% Catholic,Other Christian / non-Christian / no religion / unknown,% Other Christian / non-Christian / no religion / unknown
3030547,"St Patrick's Primary School, Portrush",109 CAUSEWAY STREET,PORTRUSH,BT568JE,Primary,Catholic Maintained,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban,79,37,42,27,34.20%,*,*,62,78.5,#,#
3030588,"St Mary's Primary School, Rathlin",CHURCHQUARTER,BALLYCASTLE,BT546RT,Primary,Catholic Maintained,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,10,4,6,*,,*,*,*,*,#,#
3030621,"St Mary's Primary School, Portglenone",16 BALLYMENA ROAD,BALLYMENA,BT448BL,Primary,Catholic Maintained,NORTH ANTRIM,MID AND EAST ANTRIM,Rural,222,108,114,49,22.10%,0,0,220,99.1,2,0.9
3030688,Mount St Michael's Primary School,3 CRAIGSTOWN ROAD,ANTRIM,BT412AF,Primary,Catholic Maintained,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,471,240,231,108,22.90%,*,*,452,96,#,#
3030708,Glenann Primary School,8 GLENANN ROAD,BALLYMENA,BT440TG,Primary,Catholic Maintained,EAST ANTRIM,CAUSEWAY COAST AND GLENS,Rural,68,37,31,17,25.00%,0,0,68,100,0,0
3030719,St Olcan's Primary School,202 GLENSHESK ROAD,BALLYMONEY,BT538RJ,Primary,Catholic Maintained,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,80,36,44,11,13.80%,0,0,80,100,0,0
3030800,Barnish Primary School,100 CUSHENDALL ROAD,BALLYCASTLE,BT546QY,Primary,Catholic Maintained,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,45,23,22,7,15.60%,0,0,43,95.6,2,4.4
3030815,Moneynick Primary School,104 MONEYNICK ROAD,ANTRIM,BT413HS,Primary,Catholic Maintained,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,63,25,38,9,14.30%,0,0,63,100,0,0
3030832,"St Comgall's Primary School, Antrim",1 BALLYMENA ROAD,ANTRIM,BT414JG,Primary,Catholic Maintained,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,534,250,284,63,11.80%,*,*,510,95.5,#,#
3030848,St Macnisius' Primary School,30 CHAPELTOWN ROAD,ANTRIM,BT412LD,Primary,Catholic Maintained,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,35,14,21,*,,0,0,35,100,0,0
3030890,"St Brigid's Primary School, Cloughmills",6 LOUGHILL ROAD,BALLYMENA,BT449LT,Primary,Catholic Maintained,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,69,38,31,15,21.70%,*,*,61,88.4,#,#
3030894,"St Mary's Primary School, Cushendall",41 MIDDLEPARK ROAD,BALLYMENA,BT440SQ,Primary,Catholic Maintained,EAST ANTRIM,CAUSEWAY COAST AND GLENS,Rural,182,86,96,42,23.10%,0,0,178,97.8,4,2.2
3030898,"St Anne's Primary School, Ballymena",3 RESERVOIR ROAD,BALLYMENA,BT449JE,Primary,Catholic Maintained,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,64,36,28,12,18.80%,0,0,63,98.4,1,1.6
3030899,"Seaview Primary School, Glenarm",11 NEW ROAD,BALLYMENA,BT440AA,Primary,Catholic Maintained,EAST ANTRIM,MID AND EAST ANTRIM,Rural,40,22,18,15,37.50%,5,12.5,31,77.5,4,10
3030900,"St Anthony's Primary School, Larne",43 FAIRWAY,LARNE,BT402BG,Primary,Catholic Maintained,EAST ANTRIM,MID AND EAST ANTRIM,Urban,101,52,49,46,45.50%,*,*,77,76.2,#,#
3032018,"St Brigid's Primary School, Tirkane",130 TIRKANE ROAD,MAGHERA,BT465NH,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,205,101,104,44,21.50%,0,0,203,99,2,1
3032104,Ballyhackett Primary School,50 ALTIKEERAGH ROAD,COLERAINE,BT514SR,Primary,Catholic Maintained,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural,44,25,19,21,47.70%,6,13.6,32,72.7,6,13.6
3032109,New Row Primary School,35 NEW ROW,MAGHERAFELT,BT458AP,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,174,89,85,25,14.40%,0,0,160,92,14,8
3032185,St Trea's Primary School,225 SHORE ROAD,MAGHERAFELT,BT456LL,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,114,64,50,20,17.50%,0,0,114,100,0,0
3032197,Knocknagin Primary School,45 TOBERMORE ROAD,MAGHERAFELT,BT455LE,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,63,35,28,10,15.90%,0,0,62,98.4,1,1.6
3032202,"St Columba's Primary School, Garvagh",79 BOLERAN ROAD,COLERAINE,BT515EQ,Primary,Catholic Maintained,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural,104,61,43,22,21.20%,0,0,102,98.1,2,1.9
3032205,"St Columb's Primary School, Magherafelt",70 INISCARN ROAD,MAGHERAFELT,BT455NQ,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,87,42,45,10,11.50%,0,0,87,100,0,0
3032218,Crossroads Primary School,157 DRUMAGARNER ROAD,COLERAINE,BT515TW,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,121,67,54,19,15.70%,5,4.1,104,86,12,9.9
3032231,"St Colum's Primary School, Portstewart",24 LEVER ROAD,PORTSTEWART,BT557EF,Primary,Catholic Maintained,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban,177,84,93,28,15.80%,*,*,172,97.2,*,*
3032246,"St John Bosco Primary School, Ballynease",5 CULBANE ROAD,BALLYMENA,BT448NZ,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,120,54,66,14,11.70%,*,*,#,#,0,0
3032257,Anahorish Primary School,120 DEERPARK ROAD,TOOME,BT413SS,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,175,87,88,28,16.00%,0,0,169,96.6,6,3.4
3032268,"St Columba's Primary School, Straw",84 SIXTOWNS ROAD,MAGHERAFELT,BT457BB,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,186,102,84,29,15.60%,0,0,186,100,0,0
3032271,St Eoghan's Primary School,51 MONEYNEANY ROAD,MAGHERAFELT,BT457DZ,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,121,64,57,24,19.80%,0,0,121,100,0,0
3032273,"St Mary's Primary School, Draperstown",24 MAGHERAFELT ROAD,MAGHERAFELT,BT457AF,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,218,118,100,50,22.90%,0,0,215,98.6,3,1.4
3032274,"St John's Primary School, Swatragh",30 MONEYSHARVIN ROAD,MAGHERA,BT465PY,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,206,106,100,33,16.00%,0,0,206,100,0,0
3032275,Greenlough Primary School (St Mary's),220 MAYOGALL ROAD,BALLYMENA,BT448NN,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,186,96,90,33,17.70%,*,*,#,#,0,0
3032281,"St Mary's Primary School, Bellaghy",25 MULLAGHBOY ROAD,MAGHERAFELT,BT458HX,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,219,115,104,35,16.00%,0,0,218,99.5,1,0.5
3032285,St Patrick's & St Joseph's Primary School,5 CHURCHTOWN ROAD,COLERAINE,BT515BA,Primary,Catholic Maintained,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural,177,99,78,34,19.20%,0,0,175,98.9,2,1.1
3032297,"St Malachy's Primary School, Coleraine",BERESFORD AVENUE,COLERAINE,BT521HJ,Primary,Catholic Maintained,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban,224,121,103,55,24.60%,*,*,207,92.4,#,#
3033303,"St Oliver Plunkett Primary School, Antrim",MAIN STREET,ANTRIM,BT413NJ,Primary,Catholic Maintained,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,212,99,113,52,24.50%,0,0,211,99.5,1,0.5
3033304,Tir-na-Nog Primary School,64-66 DOAGH ROAD,BALLYCLARE,BT399BG,Primary,Catholic Maintained,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,24,9,15,6,25.00%,6,25,9,37.5,9,37.5
3033313,"St Bernard's Primary School, Newtownabbey",112A ELMFIELD ROAD,NEWTOWNABBEY,BT366DW,Primary,Catholic Maintained,BELFAST NORTH,ANTRIM AND NEWTOWNABBEY,Urban,640,302,338,122,19.10%,0,0,635,99.2,5,0.8
3033317,"St John's Primary School, Carnlough",49 BAY ROAD,BALLYMENA,BT440HJ,Primary,Catholic Maintained,EAST ANTRIM,MID AND EAST ANTRIM,Rural,168,73,95,45,26.80%,*,*,#,#,*,*
3033320,"St Patrick's Primary School, Rasharkin",8 GORTAHAR ROAD,BALLYMENA,BT448SB,Primary,Catholic Maintained,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,222,105,117,62,27.90%,0,0,217,97.7,5,2.3
3033326,"St Brigid's Primary School, Ballymoney",CASTLE STREET,BALLYMONEY,BT536JX,Primary,Catholic Maintained,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Urban,203,95,108,56,27.60%,15,7.4,179,88.2,9,4.4
3033709,"St John's Primary School, Coleraine",HAZELBANK ROAD,COLERAINE,BT513DX,Primary,Catholic Maintained,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban,157,74,83,56,35.70%,*,*,148,94.3,#,#
3036026,"St Joseph's Primary School, Crumlin",15 GLENAVY ROAD,CRUMLIN,BT294LA,Primary,Catholic Maintained,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,685,369,316,150,21.90%,7,1,660,96.4,18,2.6
3036039,"St Mary's Primary School, Glenview",47 GLEN ROAD,MAGHERA,BT465AP,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,242,113,129,63,26.00%,5,2.1,230,95,7,2.9
3036046,St Mary's-on-The-Hill Primary School,142 CARNMONEY ROAD,NEWTOWNABBEY,BT366JU,Primary,Catholic Maintained,BELFAST NORTH,ANTRIM AND NEWTOWNABBEY,Urban,378,178,200,55,14.60%,*,*,373,98.7,*,*
3036050,"St Joseph's Primary School, Antrim",54 GREYSTONE ROAD,ANTRIM,BT411JZ,Primary,Catholic Maintained,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,316,168,148,113,35.80%,11,3.5,246,77.8,59,18.7
3036100,"St James' Primary School and Nursery Unit, Newtownabbey",17 KING'S WALK,NEWTOWNABBEY,BT370AS,Primary,Catholic Maintained,EAST ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,317,165,152,71,22.40%,45,14.2,221,69.7,51,16.1
3036103,"St Brigid's Primary School, Knockloughrim",52 MAYOGALL ROAD,MAGHERAFELT,BT458PG,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,260,131,129,33,12.70%,0,0,257,98.8,3,1.2
3036131,"St Patrick's Primary School, Glenariffe",244 GARRON ROAD,BALLYMENA,BT440RB,Primary,Catholic Maintained,EAST ANTRIM,CAUSEWAY COAST AND GLENS,Rural,110,65,45,27,24.50%,0,0,110,100,0,0
3036139,"St Macnissi's Primary School, Newtownabbey",12A CHRISTINE ROAD,NEWTOWNABBEY,BT366UE,Primary,Catholic Maintained,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,201,97,104,20,10.00%,*,*,#,#,0,0
3036147,"St Columba's Primary School, Kilrea",3 AGIVEY ROAD,COLERAINE,BT515UT,Primary,Catholic Maintained,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural,247,121,126,67,27.10%,0,0,242,98,5,2
3036154,"St Patrick's Primary School, Loughgiel",73 SHELTON ROAD,BALLYMENA,BT449JR,Primary,Catholic Maintained,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,194,107,87,40,20.60%,*,*,#,#,*,*
3036243,"St Joseph's Primary School, Dunloy",40 BRIDGE ROAD,BALLYMENA,BT449EF,Primary,Catholic Maintained,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,318,178,140,39,12.30%,0,0,314,98.7,4,1.3
3036268,St Ciaran's Primary School,132 LAYDE ROAD,BALLYMENA,BT440NJ,Primary,Catholic Maintained,EAST ANTRIM,CAUSEWAY COAST AND GLENS,Rural,44,24,20,8,18.20%,0,0,44,100,0,0
3036292,"St Patrick's Primary School, Glen",161 GLEN ROAD,MAGHERA,BT465JN,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural,189,94,95,21,11.10%,0,0,187,98.9,2,1.1
3036559,St Patrick's & St Brigid's Primary School,19 MOYLE ROAD,BALLYCASTLE,BT546AN,Primary,Catholic Maintained,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Urban,366,197,169,99,27.00%,*,*,346,94.5,#,#
3036562,"Holy Family Primary School, Magherafelt",1A CASTLEDAWSON ROAD,MAGHERAFELT,BT456AX,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Urban,591,307,284,121,20.50%,*,*,569,96.3,#,#
3036563,"St Nicholas' Primary School, Carrickfergus",MINORCA PLACE,CARRICKFERGUS,BT388AU,Primary,Catholic Maintained,EAST ANTRIM,MID AND EAST ANTRIM,Urban,178,82,96,47,26.40%,17,9.6,130,73,31,17.4
3036575,"St Macnissi's Primary School, Larne",23 AGNEW ST,LARNE,BT401RF,Primary,Catholic Maintained,EAST ANTRIM,MID AND EAST ANTRIM,Urban,222,105,117,65,29.30%,0,0,214,96.4,8,3.6
3036666,"St Colmcille's Primary School, Ballymena",CULLYBACKEY ROAD,BALLYMENA,BT435DG,Primary,Catholic Maintained,NORTH ANTRIM,MID AND EAST ANTRIM,Urban,383,190,193,57,14.90%,0,0,352,91.9,31,8.1
3036679,"St Brigid's Primary School, Ballymena",BROUGHSHANE ROAD,BALLYMENA,BT437DZ,Primary,Catholic Maintained,NORTH ANTRIM,MID AND EAST ANTRIM,Urban,407,213,194,150,36.90%,*,*,396,97.3,#,#
3036683,"St Paul's Primary School, Ahoghill",32 BALLYNAFIE ROAD,BALLYMENA,BT421LF,Primary,Catholic Maintained,NORTH ANTRIM,MID AND EAST ANTRIM,Rural,74,34,40,15,20.30%,5,6.8,64,86.5,5,6.8
3036704,Mary Queen of Peace Primary School,2 LISNAMANNY ROAD,BALLYMENA,BT436QH,Primary,Catholic Maintained,NORTH ANTRIM,MID AND EAST ANTRIM,Rural,237,122,115,38,16.00%,*,*,231,97.5,*,*
3042162,Desertmartin Primary School,20 DROMORE ROAD,MAGHERAFELT,BT455JZ,Primary,Other Maintained,MID ULSTER,MID ULSTER,Rural,20,8,12,12,60.00%,14,70,0,0,6,30
3046653,Gaelscoil an Chaistil,5 KILNS ROAD (BOTHAR AN HAITHE),BALLYCASTLE,BT546QQ,Primary,Other Maintained,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Urban,113,60,53,40,35.40%,0,0,46,40.7,67,59.3
3046678,Gaelscoil na Sp?ir?n?,82 Sixtowns Road,MAGHERAFELT,BT457BB,Primary,Other Maintained,MID ULSTER,MID ULSTER,Rural,49,35,14,15,30.60%,0,0,48,98,1,2
3046684,Gaelscoil Ghleann Darach,15 GLENAVY ROAD,CRUMLIN,BT294LA,Primary,Other Maintained,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,74,46,28,15,20.30%,0,0,71,95.9,3,4.1
3046685,Gaelscoil Eanna,C/O ST ENDA'S GAA CLUB,NEWTOWNABBEY,BT367AU,Primary,Other Maintained,BELFAST NORTH,ANTRIM AND NEWTOWNABBEY,Rural,174,94,80,53,30.50%,*,*,#,#,*,*
3046691,Gaelscoil an tSeancha?,40 MEETING STREET,MAGHERAFELT,BT456BW,Primary,Other Maintained,MID ULSTER,MID ULSTER,Urban,132,61,71,33,25.00%,*,*,#,#,*,*
3050519,Carnlough Controlled Integrated Primary School,9 HARBOUR ROAD,BALLYMENA,BT440EU,Primary,Controlled Integrated,EAST ANTRIM,MID AND EAST ANTRIM,Rural,32,17,15,13,40.60%,10,31.3,11,34.4,11,34.4
3050791,Glengormley Integrated Primary School,166 CHURCH ROAD,NEWTOWNABBEY,BT366HJ,Primary,Controlled Integrated,BELFAST NORTH,ANTRIM AND NEWTOWNABBEY,Urban,350,170,180,87,24.90%,68,19.4,138,39.4,144,41.1
3050859,Crumlin Controlled Intergrated Primary School,27 MILL ROAD,CRUMLIN,BT294XL,Primary,Controlled Integrated,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,166,80,86,31,18.70%,54,32.5,36,21.7,76,45.8
3050866,Ballymoney Controlled Integrated Primary School,23 NORTH ROAD,BALLYMONEY,BT536BW,Primary,Controlled Integrated,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Urban,355,164,191,121,34.10%,247,69.6,24,6.8,84,23.7
3052071,Carhill Integrated Primary School,78 CARHILL ROAD,COLERAINE,BT515PQ,Primary,Controlled Integrated,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural,71,31,40,21,29.60%,44,62,9,12.7,18,25.4
3053333,Ballycastle Integrated Primary School,43 QUAY ROAD,BALLYCASTLE,BT546BJ,Primary,Controlled Integrated,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Urban,202,111,91,82,40.60%,81,40.1,87,43.1,34,16.8
3056231,Six Mile Integrated Primary School,RATHENRAW ESTATE,ANTRIM,BT412TA,Primary,Controlled Integrated,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,105,64,41,59,56.20%,38,36.2,38,36.2,29,27.6
3056248,Round Tower Integrated Primary School,DURNISH ROAD,ANTRIM,BT412TH,Primary,Controlled Integrated,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,286,152,134,60,21.00%,88,30.8,88,30.8,110,38.5
3056708,Mallusk Controlled Integrated Primary School,84 MALLUSK ROAD,NEWTOWNABBEY,BT364QE,Primary,Controlled Integrated,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,21,10,11,*,,11,52.4,6,28.6,4,19
3066544,Millstrand Integrated Primary School,33 DHU VARREN,PORTRUSH,BT568EW,Primary,GMI,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban,245,125,120,83,33.90%,74,30.2,71,29,100,40.8
3066551,Braidside Integrated Primary School,87 FRYS ROAD,BALLYMENA,BT437EN,Primary,GMI,NORTH ANTRIM,MID AND EAST ANTRIM,Urban,314,156,158,114,36.30%,107,34.1,105,33.4,102,32.5
3066561,Corran Integrated Primary School,BLACK CAVE ROAD,LARNE,BT401TP,Primary,GMI,EAST ANTRIM,MID AND EAST ANTRIM,Urban,159,77,82,46,28.90%,50,31.4,59,37.1,50,31.4
3066568,Acorn Integrated Primary School,110 VICTORIA ROAD,CARRICKFERGUS,BT387JL,Primary,GMI,EAST ANTRIM,MID AND EAST ANTRIM,Urban,224,118,106,44,19.60%,121,54,67,29.9,36,16.1
3066613,Spires Integrated Primary School,84 MONEYMORE ROAD,MAGHERAFELT,BT456HH,Primary,GMI,MID ULSTER,MID ULSTER,Urban,193,89,104,46,23.80%,63,32.6,86,44.6,44,22.8
3066652,Maine Integrated Primary School,93 PORTGLENONE ROAD,RANDALSTOWN,BT413EH,Primary,GMI,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,120,68,52,12,10.00%,25,20.8,62,51.7,33,27.5
4010512,McKinney Primary School Dundrod,3 LEATHEMSTOWN ROAD,CRUMLIN,BT294HX,Primary,Controlled,SOUTH ANTRIM,LISBURN AND CASTLEREAGH,Rural,154,76,78,21,13.60%,123,79.9,7,4.5,24,15.6
4010720,Ballycarrickmaddy Primary School,1A KILLULTAGH ROAD,LISBURN,BT282NX,Primary,Controlled,SOUTH ANTRIM,LISBURN AND CASTLEREAGH,Rural,180,99,81,38,21.10%,117,65,7,3.9,56,31.1
4010743,Largymore Primary School,HILLHALL ROAD,LISBURN,BT275BT,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,176,99,77,87,49.40%,87,49.4,6,3.4,83,47.2
4010762,Brownlee Primary School,WALLACE AVENUE,LISBURN,BT274AA,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,200,97,103,54,27.00%,113,56.5,18,9,69,34.5
4010788,Dunmurry Primary School,60 GLENBURN ROAD,BELFAST,BT179AN,Primary,Controlled,LAGAN VALLEY,BELFAST,Urban,212,106,106,64,30.20%,91,42.9,11,5.2,110,51.9
4010807,Lisburn Central Primary School,52-56 HILLSBOROUGH ROAD,LISBURN,BT281JJ,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,220,107,113,96,43.60%,115,52.3,24,10.9,81,36.8
4010882,Seymour Hill Primary School,2C HAZEL AVENUE,BELFAST,BT179QX,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,236,113,123,107,45.30%,170,72,*,*,#,#
4010885,Tonagh Primary School,TONAGH AVENUE,LISBURN,BT281DQ,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,240,110,130,111,46.30%,205,85.4,16,6.7,19,7.9
4011265,Ballyvester Primary School,244 KILLAUGHEY ROAD,DONAGHADEE,BT210NF,Primary,Controlled,NORTH DOWN,ARDS AND NORTH DOWN,Rural,123,65,58,18,14.60%,69,56.1,6,4.9,48,39
4011300,Grey Abbey Primary School,3 THE SQUARE,NEWTOWNARDS,BT222QA,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Rural,93,45,48,22,23.70%,51,54.8,0,0,42,45.2
4011310,Carrickmannon Primary School,77 CARRICKMANNON ROAD,NEWTOWNARDS,BT236JJ,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Rural,103,51,52,11,10.70%,81,78.6,*,*,#,#
4011345,Newtownards Model Primary School,SCRABO ROAD,NEWTOWNARDS,BT234NW,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Urban,410,210,200,105,25.60%,278,67.8,6,1.5,126,30.7
4011373,Kirkistown Primary School,MAIN ROAD,NEWTOWNARDS,BT221JA,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Rural,81,44,37,19,23.50%,42,51.9,0,0,39,48.1
4011462,Castle Gardens Primary School,69 BOWTOWN ROAD,NEWTOWNARDS,BT238SH,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Urban,255,141,114,73,28.60%,164,64.3,*,*,#,#
4011488,"Victoria Primary School, Ballyhalbert",2 VICTORIA ROAD,NEWTOWNARDS,BT221DQ,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Rural,141,78,63,47,33.30%,74,52.5,0,0,67,47.5
4011507,Portavogie Primary School,NEW HARBOUR ROAD,NEWTOWNARDS,BT221EE,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Rural,261,146,115,39,14.90%,194,74.3,5,1.9,62,23.8
4011566,Ballywalter Primary School,12 STUMP ROAD,NEWTOWNARDS,BT222NT,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Rural,168,90,78,67,39.90%,106,63.1,0,0,62,36.9
4011567,Ballynahinch Primary School,CROOB PARK,BALLYNAHINCH,BT248BB,Primary,Controlled,STRANGFORD,NEWRY MOURNE AND DOWN,Urban,220,108,112,57,25.90%,186,84.5,*,*,#,#
4011578,Derryboy Primary School,20 MANSE ROAD,CROSSGAR,BT309LY,Primary,Controlled,STRANGFORD,NEWRY MOURNE AND DOWN,Rural,81,42,39,25,30.90%,59,72.8,*,*,#,#
4011584,Carr Primary School,336 COMBER ROAD,LISBURN,BT276TB,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Rural,70,36,34,14,20.00%,36,51.4,*,*,#,#
4011587,Dundonald Primary School,10 CHURCH GREEN,BELFAST,BT162LP,Primary,Controlled,BELFAST EAST,LISBURN AND CASTLEREAGH,Urban,846,437,409,153,18.10%,502,59.3,55,6.5,289,34.2
4011588,Comber Primary School,DARRAGH ROAD,NEWTOWNARDS,BT235BX,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Urban,388,183,205,90,23.20%,279,71.9,7,1.8,102,26.3
4011599,Castlewellan Primary School,2 CHURCH STREET,CASTLEWELLAN,BT319EG,Primary,Controlled,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,51,28,23,23,45.10%,28,54.9,11,21.6,12,23.5
4011606,Gilnahirk Primary School,148 GILNAHIRK ROAD,BELFAST,BT57QQ,Primary,Controlled,BELFAST EAST,BELFAST,Urban,422,214,208,60,14.20%,285,67.5,15,3.6,122,28.9
4011608,Anahilt Primary School,248 BALLYNAHINCH ROAD,HILLSBOROUGH,BT266BP,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Rural,141,73,68,18,12.80%,79,56,*,*,#,#
4011619,Dromara Primary School,36 HILLSBOROUGH ROAD,DROMARA,BT252BL,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Rural,181,88,93,47,26.00%,113,62.4,19,10.5,49,27.1
4011631,Holywood Primary School,HILLVIEW PLACE,HOLYWOOD,BT189DL,Primary,Controlled,NORTH DOWN,ARDS AND NORTH DOWN,Urban,458,228,230,90,19.70%,254,55.5,15,3.3,189,41.3
4011632,Cregagh Primary School,MOUNT MERRION AVENUE,BELFAST,BT60FL,Primary,Controlled,BELFAST EAST,BELFAST,Urban,178,92,86,97,54.50%,77,43.3,10,5.6,91,51.1
4011645,Crawfordsburn Primary School,4 COOTEHALL ROAD,BANGOR,BT191JA,Primary,Controlled,NORTH DOWN,ARDS AND NORTH DOWN,Rural,210,107,103,18,8.60%,102,48.6,6,2.9,102,48.6
4011646,"Victoria Primary School, Newtownards",EAST STREET,NEWTOWNARDS,BT237DD,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Urban,560,280,280,175,31.30%,352,62.9,8,1.4,200,35.7
4011650,Ballyholme Primary School,GLENBURN PARK,BANGOR,BT205RG,Primary,Controlled,NORTH DOWN,ARDS AND NORTH DOWN,Urban,628,338,290,60,9.60%,297,47.3,36,5.7,295,47
4011654,Donaghadee Primary School,NORTHFIELD ROAD,DONAGHADEE,BT210BD,Primary,Controlled,NORTH DOWN,ARDS AND NORTH DOWN,Urban,459,230,229,96,20.90%,222,48.4,8,1.7,229,49.9
4011657,Lisnasharragh Primary School,TUDOR DRIVE,BELFAST,BT69LS,Primary,Controlled,BELFAST EAST,BELFAST,Urban,334,161,173,91,27.20%,225,67.4,11,3.3,98,29.3
4011670,Clandeboye Primary School,CLANDEBOYE ROAD,BANGOR,BT203JW,Primary,Controlled,NORTH DOWN,ARDS AND NORTH DOWN,Urban,331,159,172,149,45.00%,167,50.5,19,5.7,145,43.8
4011674,Knockbreda Primary School,WYNCHURCH ROAD,BELFAST,BT60JJ,Primary,Controlled,BELFAST SOUTH,BELFAST,Urban,195,91,104,46,23.60%,101,51.8,7,3.6,87,44.6
4011681,Millisle Primary School,ABBEY ROAD,NEWTOWNARDS,BT222DD,Primary,Controlled,NORTH DOWN,ARDS AND NORTH DOWN,Rural,227,115,112,83,36.60%,153,67.4,0,0,74,32.6
4011683,Braniel Primary School,RAVENSWOOD PARK,BELFAST,BT57JU,Primary,Controlled,BELFAST EAST,BELFAST,Urban,437,213,224,146,33.40%,266,60.9,13,3,158,36.2
4011698,Newcastle Primary School,SHIMNA ROAD,NEWCASTLE,BT330AS,Primary,Controlled,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban,187,90,97,65,34.80%,78,41.7,48,25.7,61,32.6
