"Reference","Institution_Name","Address_1","Address_2","Address_3","Town_Name","County_Name","Postcode","Telephone","Email","Institution_Type","Management_Type","Latitude","Longitude","Irish_Grid_Reference_X","Irish_Grid_Reference_Y","Current_Approved_Enrolment","Current_Approved_Admissions","Latest_Year_Data","Primary_Reception_Pupil","Number_Year_1","Number_Year_2","Number_Year_3","Number_Year_4","Number_Year_5","Number_Year_6","Number_Year_7","Number_Year_8","Number_Year_9","Number_Year_10","Number_Year_11","Number_Year_12","Number_Year_13","Number_Year_14","Number_Year_15","Number_of_FTE_Staff","Pupil_Teacher_Ratio"
"2036659","St Macartan's Primary School","Lacky Road Tattynageeragh","","","ROSLEA","FERMANAGH","BT92 7NQ","028 6775 1100","info@stmacartans.enniskillen.ni.sch.uk","Primary school","Roman Catholic Maintained","54.22698","-7.25647","248542","331150","145","21","2015","0","20","11","17","18","20","20","15","","","","","","","","","6","20.17"
"4033007","St Macartan's Primary School","44 LOUGHINISLAND ROAD","LOUGHINISLAND","","DOWNPATRICK","DOWN","BT30 8PZ","028 4481 1364","info@stmacartansps.downpatrick.ni.sch.uk","Primary school","Roman Catholic Maintained","54.33823","-5.82051","341803","345470","203","29","2015","0","27","31","30","33","21","24","27","","","","","","","","","8","24.13"
"5032624","St Macartan's Primary School","4 BALLAGH ROAD","","","CLOGHER","TYRONE","BT76 0HE","028 8554 8350","info@stmaccartans.clogher.ni.sch.uk","Primary school","Roman Catholic Maintained","54.40866","-7.17254","253778","351433","136","19","2015","0","9","12","6","8","8","5","9","","","","","","","","","3","19"
"3030848","St Macnisius' Primary School","30 CHAPELTOWN ROAD","TANNAGHMORE","","ANTRIM","ANTRIM","BT41 2LD","028 2589 8086","info@tannaghmoreps.antrim.ni.sch.uk","Primary school","Roman Catholic Maintained","54.7844","-6.23912","313336","394368","108","15","2015","1","7","6","8","2","2","1","5","","","","","","","","","2","16"
"3036139","St Macnissi's Primary School","12A CHRISTINE ROAD OFF MANSE ROAD","","","NEWTOWNABBEY","ANTRIM","BT36 6UE","028 9034 2166","info@stmacnissisps.newtownabbey.ni.sch.uk","Primary school","Roman Catholic Maintained","54.69245","-5.94113","332805","384657","210","30","2015","0","30","30","28","30","27","27","27","","","","","","","","","9","22.11"
"3036575","St Macnissi's Primary School","23/25 AGNEW ST","","","LARNE","ANTRIM","BT40 1RF","028 2827 3571","info@stmacnissisps.larne.ni.sch.uk","Primary school","Roman Catholic Maintained","54.85254","-5.81443","340418","402721","261","30","2015","0","34","28","24","31","42","27","31","","","","","","","","","7.8","27.82"
"3BB0246","St MacNissis Pre-school Playgroup","12A Christine Road","","","NEWTOWNABBEY","ANTRIM","BT36 6UE","7756145275","","VP Pre-schools","Other","54.69245","-5.94113","332805","384657","","","2015","","","","","","","","","","","","","","","","","",""
"1420030","St Malachy's College","36 ANTRIM ROAD","","","BELFAST","ANTRIM","BT15 2AE","028 9074 8285","info@stmalachys.belfast.ni.sch.uk","Secondary (grammar) school","Voluntary","54.60903","-5.93835","333257","375377","1050","150","2015","","","","","","","","","155","163","162","162","157","128","129","1","56.45","18.72"
"4230211","St Malachy's High School","3 DUBLIN ROAD","","","CASTLEWELLAN","DOWN","BT31 9AG","028 43778255","info@stmalachys.castlewellan.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.25833","-5.95006","333637","336325","950","164","2015","","","","","","","","","140","150","131","151","172","111","82","22","69.6","13.78"
"5136342","St Malachy's Nursery School","11 MARTIN'S LANE","CARNAGAT","","NEWRY","DOWN","BT35 8PJ","028 3026 8536","info@stmalachysns.newry.ni.sch.uk","Nursery school","Roman Catholic Maintained","54.17569","-6.35647","307369","326434","","","2015","","","","","","","","","","","","","","","","","2.2","23.64"
"3AB0096","St Malachy's Playgroup","Pastoral Centre","Nursery Avenue","","COLERAINE","LONDONDERRY","BT52 1LR","7756145275","","VP Pre-schools","Other","55.1274","-6.66597","285148","431943","","","2015","","","","","","","","","","","","","","","","","",""
"1036466","St Malachy's Primary School","1 ELIZA STREET","","","BELFAST","ANTRIM","BT7 2BJ","028 9032 7460","info@stmalachysps.belfast.ni.sch.uk","Primary school","Roman Catholic Maintained","54.59325","-5.92344","334272","373650","350","50","2015","0","50","51","52","39","46","41","40","","","","","","","","","19","19.47"
"3032297","St Malachy's Primary School","BERESFORD AVENUE","","","COLERAINE","LONDONDERRY","BT52 1HJ","028 7034 3780","info@stmalachysps.coleraine.ni.sch.uk","Primary school","Roman Catholic Maintained","55.12656","-6.66474","285228","431851","323","46","2015","8","29","37","43","35","16","29","33","","","","","","","","","9.8","23.47"
"4031350","St Malachy's Primary School","8 KILCLIEF ROAD","STRANGFORD","","DOWNPATRICK","DOWN","BT30 7PA","028 4488 1477","info@stmalachyspskilclief.downpatrick.ni.sch.uk","Primary school","Roman Catholic Maintained","54.32596","-5.56197","358663","344655","69","10","2015","0","10","11","12","9","13","9","11","","","","","","","","","3.8","19.74"
"4036036","St Malachy's Primary School","4 BALLYMONEY ROAD","KILCOO","","NEWRY","DOWN","BT34 5HU","028 4377 8331","info@stmalachyspskilcoo.newry.ni.sch.uk","Primary school","Roman Catholic Maintained","54.23225","-6.02974","328526","333274","165","24","2015","0","19","18","23","16","22","19","16","","","","","","","","","6.81","21.43"
"4036148","St Malachy's Primary School","197 CLANDEBOYE ROAD","","","BANGOR","DOWN","BT19 1AA","028 9127 0594","info@stmalachysps.bangor.ni.sch.uk","Primary school","Roman Catholic Maintained","54.64679","-5.68745","349327","380084","437","60","2015","0","55","59","60","56","52","36","37","","","","","","","","","15.8","24.11"
"4036454","St Malachy's Primary School","33 LOWER SQUARE","","","CASTLEWELLAN","DOWN","BT31 9DN","028 4377 8537","info@stmalachysps.castlewellan.ni.sch.uk","Primary school","Roman Catholic Maintained","54.25775","-5.9459","333910","336268","350","50","2015","0","50","51","48","53","50","37","44","","","","","","","","","18","20.06"
"5030975","St Malachy's Primary School","74 BALLYMOYER ROAD","WHITECROSS","","ARMAGH","ARMAGH","BT60 2LA","028 3750 7428","info@stmalachys.ballymoyer.ni.sch.uk","Primary school","Roman Catholic Maintained","54.21797","-6.52207","296458","330900","112","16","2015","0","9","9","9","9","12","8","10","","","","","","","","","4","16.5"
"5031133","St Malachy's Primary School","CHAPEL LANE","","","ARMAGH","ARMAGH","BT61 7EG","028 3752 3847","info@stmalachys.armagh.ni.sch.uk","Primary school","Roman Catholic Maintained","54.3462","-6.65572","287468","344999","200","29","2015","0","30","30","28","29","29","34","32","","","","","","","","","10","21.2"
"5036057","St Malachy's Primary School","75 MONEYHAW ROAD","","","MAGHERAFELT","LONDONDERRY","BT45 7XR","028 8673 7132","info@stmalachys.drummullan.ni.sch.uk","Primary school","Roman Catholic Maintained","54.64999","-6.66279","286366","378804","109","16","2015","2","4","9","8","8","8","9","2","","","","","","","","","3","16.67"
"5036064","St Malachy's Primary School","3 CHAPEL ROAD","CAMLOUGH","","NEWRY","DOWN","BT35 7HF","028 3083 0559","info@stmalachys.camlough.ni.sch.uk","Primary school","Roman Catholic Maintained","54.1811","-6.41411","303592","326950","254","36","2015","0","38","41","40","37","34","37","32","","","","","","","","","12.6","22.7"
"5036433","St Malachy's Primary School","11 MARTINS LANE","CARNAGAT","","NEWRY","DOWN","BT35 8PJ","028 3026 8314","info@stmalachys.carnagat.ni.sch.uk","Primary school","Roman Catholic Maintained","54.17524","-6.35565","307424","326385","477","68","2015","0","43","39","43","49","39","37","28","","","","","","","","","13.57","20.49"
"5032306","St Malachy's Primary School Glencull","107 OMAGH ROAD","SESKILGREEN","","DUNGANNON","TYRONE","BT70 2DB","028 8556 8344","info@stmalachys.glencull.ni.sch.uk","Primary school","Roman Catholic Maintained","54.47546","-7.07378","260093","358949","99","14","2015","0","11","8","5","2","6","9","9","","","","","","","","","2.8","17.86"
"1136353","St Maria Goretti Nursery School","WHITEROCK GARDENS","","","BELFAST","ANTRIM","BT12 7PS","028 9023 4882","info@stmariagorettins.belfast.ni.sch.uk","Nursery school","Roman Catholic Maintained","54.59127","-5.97678","330831","373329","","","2015","","","","","","","","","","","","","","","","","2","26"
"5230135","St Mark's High School","UPPER DROMORE ROAD","WARRENPOINT","","NEWRY","DOWN","BT34 3PN","028 41753366","info@stmarks.warrenpoint.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.1097","-6.25416","314231","319250","850","150","2015","","","","","","","","","139","133","141","137","153","68","80","0","52.8","16.12"
"1136106","St Martin's Nursery School","MONAGH LINK","TURF LODGE","","BELFAST","ANTRIM","BT11 8EF","028 9062 2235","info@stmartinsns.belfast.ni.sch.uk","Nursery school","Roman Catholic Maintained","54.58787","-5.99347","329763","372919","","","2015","","","","","","","","","","","","","","","","","2","26"
"2036105","St Martin's Primary School","32 BROLLAGH ROAD - GARRISON","","","ENNISKILLEN","FERMANAGH","BT93 4AE","028 6865 8349","info@stmartinsps.garrison.ni.sch.uk","Primary school","Roman Catholic Maintained","54.41978","-8.08894","194275","352359","171","24","2015","0","12","9","10","12","18","15","16","","","","","","","","","5.4","17.03"
"4033002","St Mary's Aughlisnafin","5 AUGHLISNAFIN ROAD","","","CASTLEWELLAN","DOWN","BT31 9JP","028 4377 8460","info@aughlisnafinps.castlewellan.ni.sch.uk","Primary school","Roman Catholic Maintained","54.27573","-5.89401","337231","338369","169","24","2015","7","19","26","25","23","22","21","15","","","","","","","","","8.2","19.27"
"1420021","St Mary's Christian Brothers' Grammar School","147A GLEN ROAD","","","BELFAST","ANTRIM","BT11 8NR","028 9029 4000","info@stmarys.belfast.ni.sch.uk","Secondary (grammar) school","Voluntary","54.58253","-6.00084","329304","372311","1180","175","2015","","","","","","","","","181","170","166","178","174","145","166","6","70.9","16.73"
"2230081","St Mary's College","35 Northland Road","","","LONDONDERRY","LONDONDERRY","BT48 0AN","028 7136 2154","info@stmarys.derry.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","55.01218","-7.32904","242974","418509","825","130","2015","","","","","","","","","133","126","148","125","126","113","94","0","60.1","14.39"
"2230109","St Mary's College","40 CHURCH STREET LISNARICK ROAD","IRVINESTOWN","","ENNISKILLEN","FERMANAGH","BT94 1EL","028 68621318","info@stmarys.irvinestown.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.47134","-7.63789","223526","358156","310","62","2015","","","","","","","","","20","26","28","28","23","0","14","0","14.43","9.64"
"3230142","St Mary's College","230 MOYAGALL ROAD","PORTGLENONE","","BALLYMENA","ANTRIM","BT44 8NN","028 2582 1370","info@stmarys.clady.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.86866","-6.51452","295420","403337","350","70","2015","","","","","","","","","47","39","44","46","60","43","30","0","22.12","13.97"
"2036458","St Mary's Gortnaghey Primary School","85 GORTNAGHEY ROAD","DUNGIVEN","","LONDONDERRY","LONDONDERRY","BT47 4PZ","028 7774 1984","info@gortnagheyps.dungiven.ni.sch.uk","Primary school","Roman Catholic Maintained","54.95736","-6.97192","265910","412684","76","11","2015","0","9","3","15","8","10","11","1","","","","","","","","","3","19"
"3420080","St Mary's Grammar School","3 CASTLEDAWSON ROAD","","","MAGHERAFELT","LONDONDERRY","BT45 6BE","028 7963 2320","info@stmarys.magherafelt.ni.sch.uk","Secondary (grammar) school","Voluntary","54.75753","-6.60164","290074","390852","1070","153","2015","","","","","","","","","156","156","161","158","153","156","133","0","62.2","17.25"
"2230085","St Mary's High School","160 BROLLAGH ROAD BROLLAGH","BELLEEK","","ENNISKILLEN","FERMANAGH","BT93 3AH","028 6865 8257","info@stmarys.belleek.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.45647","-8.08934","194254","356443","230","46","2015","","","","","","","","","21","17","8","21","22","0","0","0","12.6","7.06"
"4230023","St Mary's High School","23 ARDGLASS ROAD","","","DOWNPATRICK","DOWN","BT30 6JQ","028 4461 2515","info@stmaryshs.downpatrick.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.32335","-5.70816","349163","344045","600","125","2015","","","","","","","","","50","60","62","77","61","57","32","8","27","15.07"
"5230108","St Mary's High School","UPPER CHAPEL STREET","","","NEWRY","DOWN","BT34 2DT","028 3026 2851","info@stmarys.newry.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.16567","-6.32932","309168","325360","580","100","2015","","","","","","","","","102","94","89","81","99","53","52","0","36.2","15.75"
"2230077","St Mary's Limavady","IRISH GREEN STREET","","","LIMAVADY","LONDONDERRY","BT49 9AN","028 77762360","info@stmarys.limavady.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","55.04733","-6.9467","267375","422724","900","170","2015","","","","","","","","","81","93","82","104","110","97","40","0","40.62","14.94"
"1136229","St Mary's Nursery School","822 SHORE ROAD","","","NEWTOWNABBEY","ANTRIM","BT36 7DG","028 9077 4302","info@stmarysns.belfast.ni.sch.uk","Nursery school","Roman Catholic Maintained","54.64514","-5.92135","334236","379429","","","2015","","","","","","","","","","","","","","","","","2","26.5"
"3BB0247","St Mary's on the Hill Playgroup","142 Carnmoney Road","Glengormley","","NEWTOWNABBEY","ANTRIM","BT36 6JU","7543684924","","VP Pre-schools","Other","54.67868","-5.95411","332013","383099","","","2015","","","","","","","","","","","","","","","","","",""
"5BB0557","St Mary's Playgroup","St Mary's Primary School","38 Scarva Road","","BANBRIDGE","DOWN","BT32 3AS","2840662572","traceymonaghan5@hotmail.com","VP Pre-schools","Other","54.35096","-6.27736","312058","346064","","","2015","","","","","","","","","","","","","","","","","",""
"2BB0346","St Mary's Pre-School Centre","St Mary's Primary School","20 Cloughcor Road","Ballymagorry","STRABANE","TYRONE","BT82 0BE","2871841237","","VP Pre-schools","Other","54.88028","-7.41426","237645","403776","","","2015","","","","","","","","","","","","","","","","","",""
"1036388","St Mary's Primary School","DIVIS STREET","","","BELFAST","ANTRIM","BT12 4AL","028 9024 8519","info@stmarysps.belfast.ni.sch.uk","Primary school","Roman Catholic Maintained","54.59959","-5.93879","333259","374326","130","19","2015","0","18","22","22","18","26","13","15","","","","","","","","","8","16.75"
"2031869","St Mary's Primary School","NEWTOWNBUTLER","","","ENNISKILLEN","FERMANAGH","BT92 8JJ","028 6773 8690","info@stmarysntb.newtownbutler.ni.sch.uk","Primary school","Roman Catholic Maintained","54.17908","-7.36001","241837","325752","244","30","2015","0","30","27","28","26","29","21","22","","","","","","","","","8","22.88"
"2031876","St Mary's Primary School","18 TEIGES HILL ROAD","BROOKEBOROUGH","","ENNISKILLEN","FERMANAGH","BT94 4LR","028 8953 1469","info@stmarysps.brookeborough.ni.sch.uk","Primary school","Roman Catholic Maintained","54.31796","-7.39996","239097","341188","138","20","2015","0","7","10","6","8","6","9","5","","","","","","","","","2.6","19.62"
"2031884","St Mary's Primary School","120 TIRAVALLY ROAD","","","ENNISKILLEN","FERMANAGH","BT92 3ET","028 6634 8577","info@stmaryspskl.enniskillen.ni.sch.uk","Primary school","Roman Catholic Maintained","54.25457","-7.69133","220167","334009","91","13","2015","1","10","7","11","12","11","12","11","","","","","","","","","5","15"
"2031890","St Mary's Primary School","70 ARNEY ROAD - MULLYMESKER","BELLANALECK","","ENNISKILLEN","FERMANAGH","BT92 2AB","028 6634 8598","info@stmarysps.mullymesker.ni.sch.uk","Primary school","Roman Catholic Maintained","54.29041","-7.67166","221430","338005","109","16","2015","0","19","11","23","28","16","20","11","","","","","","","","","6.6","19.39"
"2031895","St Mary's Primary School","COOLCRANNELL","MAGUIRESBRIDGE","","ENNISKILLEN","FERMANAGH","BT94 4RG","028 6772 1413","info@stmarysps.maguiresbridge.ni.sch.uk","Primary school","Roman Catholic Maintained","54.28987","-7.46359","234980","338028","134","19","2015","5","13","18","8","14","10","16","13","","","","","","","","","5","19.4"
"2032294","St Mary's Primary School","70 MONADORE ROAD","CLAUDY","","LONDONDERRY","LONDONDERRY","BT47 4DP","028 7778 1384","info@stmarysps.park.ni.sch.uk","Primary school","Roman Catholic Maintained","54.86635","-7.08083","259066","402456","200","29","2015","0","21","24","23","23","27","20","27","","","","","","","","","8.4","19.64"
"2032607","St Mary's Primary School","122 OLD MOUNTFIELD ROAD","","","OMAGH","TYRONE","BT79 7LT","028 8224 2313","info@stmaryps.killyclogher.ni.sch.uk","Primary school","Roman Catholic Maintained","54.60943","-7.2669","247418","373714","406","58","2015","0","43","56","63","50","48","59","54","","","","","","","","","16","24.13"
"2036095","St Mary's Primary School","20 CLOUGHCOR ROAD","BALLYMAGORRY","","STRABANE","TYRONE","BT82 0BE","028 7184 1237","info@stmarys.strabane.ni.sch.uk","Primary school","Roman Catholic Maintained","54.88028","-7.41426","237645","403776","197","28","2015","0","18","31","31","24","28","26","30","","","","","","","","","8","23.5"
"2036181","St Mary's Primary School","121 TEEMORE ROAD","KINOUGHTRAGH","DERRYLIN","ENNISKILLEN","FERMANAGH","BT92 9QF","028 6774 8396","info@stmarysps.teemore.ni.sch.uk","Primary school","Roman Catholic Maintained","54.1528","-7.52905","230819","322740","131","19","2015","0","16","10","14","16","10","11","10","","","","","","","","","4.4","19.77"
"2036356","St Mary's Primary School","28 EDENMORE LANE","EDENMORE","TEMPO","ENNISKILLEN","FERMANAGH","BT94 3HU","028 8954 1394","info@stmarysps.tempo.ni.sch.uk","Primary school","Roman Catholic Maintained","54.38311","-7.46201","235004","348407","175","25","2015","0","17","19","14","16","18","19","14","","","","","","","","","5","23.4"
"2036696","St Mary's Primary School","43 Melmount Road","","","STRABANE","TYRONE","BT82 9EF","","info@stmarysmelmount.strabane.ni.sch.uk","Primary school","Roman Catholic Maintained","54.81498","-7.47177","234008","396478","600","86","2015","0","98","92","86","91","88","94","73","","","","","","","","","30","24.27"
"3030588","St Mary's Primary School","CHURCHQUARTER RATHLIN ISLAND","","","BALLYCASTLE","ANTRIM","BT54 6RT","028 2076 3973","info@stmarysps.ballycastle.ni.sch.uk","Primary school","Roman Catholic Maintained","55.29468","-6.19783","314527","451234","29","4","2015","0","2","1","2","0","1","2","1","","","","","","","","","1","9"
"3030621","St Mary's Primary School","16 BALLYMENA ROAD","PORTGLENONE","","BALLYMENA","ANTRIM","BT44 8BL","028 2582 1426","info@stmarysps.portglenone.ni.sch.uk","Primary school","Roman Catholic Maintained","54.87174","-6.47008","298266","403741","203","29","2015","0","33","27","29","30","31","29","22","","","","","","","","","10","22.7"
"3030894","St Mary's Primary School","MIDDLEPARK ROAD GORTACLEA","CUSHENDALL","","BALLYMENA","ANTRIM","BT44 0SQ","028 2177 1693","info@stmarysps.cushendall.ni.sch.uk","Primary school","Roman Catholic Maintained","55.0766","-6.06104","323890","427194","213","30","2015","0","16","12","21","18","28","20","17","","","","","","","","","9","17.56"
"3032273","St Mary's Primary School","24 MAGHERAFELT ROAD","DRAPERSTOWN","","MAGHERAFELT","LONDONDERRY","BT45 7AF","028 7962 8588","info@stmarysps.draperstown.ni.sch.uk","Primary school","Roman Catholic Maintained","54.79358","-6.77793","278655","394653","260","37","2015","0","31","26","37","30","36","31","33","","","","","","","","","9","24.89"
"3032281","St Mary's Primary School","25 MULLAGHBOY ROAD","BELLAGHY","","MAGHERAFELT","LONDONDERRY","BT45 8HX","028 7938 6360","info@stmarys.bellaghy.ni.sch.uk","Primary school","Roman Catholic Maintained","54.81006","-6.51982","295218","396807","222","30","2015","0","32","30","28","24","27","25","20","","","","","","","","","9.62","20.69"
"4031662","St Mary's Primary School","KILLINCHY STREET","COMBER","","NEWTOWNARDS","DOWN","BT23 5AP","028 9187 2777","info@stmaryspscomber.newtownards.ni.sch.uk","Primary school","Roman Catholic Maintained","54.54745","-5.74206","346158","368914","75","11","2015","2","18","11","7","9","5","9","4","","","","","","","","","4","16.25"
"4031672","St Mary's Primary School","27 OLD GRAND JURY ROAD","","","SAINTFIELD","DOWN","BT24 7JD","028 9751 0758","info@stmaryspssaintfield.ballynahinch.ni.sch.uk","Primary school","Roman Catholic Maintained","54.45311","-5.8265","341019","358243","87","12","2015","0","9","7","14","11","5","8","7","","","","","","","","","4","15.25"
"4031673","St Mary's Primary School","82 STRANGFORD ROAD","","","ARDGLASS","DOWN","BT30 7SS","028 4484 1766","info@stmaryspsdunsford.ardglass.ni.sch.uk","Primary school","Roman Catholic Maintained","54.28675","-5.58379","357393","340243","81","12","2015","0","11","12","12","14","17","8","12","","","","","","","","","4","21.5"
"4033036","St Mary's Primary School","SLOANE CRESCENT","KILLYLEAGH","","DOWNPATRICK","DOWN","BT30 9RB","028 4482 8542","info@stmaryspskillyleagh.downpatrick.ni.sch.uk","Primary school","Roman Catholic Maintained","54.40489","-5.6512","352566","353242","219","30","2015","0","12","9","17","14","20","5","19","","","","","","","","","5.4","17.78"
"4036428","St Mary's Primary School","3 CHURCH GROVE","KIRCUBBIN","","NEWTOWNARDS","DOWN","BT22 2SU","028 4273 8581","info@stmaryskircubbin.newtownards.ni.sch.uk","Primary school","Roman Catholic Maintained","54.48559","-5.53723","359651","362475","291","42","2015","0","17","33","19","24","17","25","17","","","","","","","","","7.4","20.54"
"4036530","St Mary's Primary School","53 WINDMILL HILL","PORTAFERRY","","NEWTOWNARDS","DOWN","BT22 1RH","028 4272 8278","info@stmarysps.portaferry.ni.sch.uk","Primary school","Roman Catholic Maintained","54.37702","-5.53684","360099","350394","379","54","2015","0","27","26","20","21","31","29","19","","","","","","","","","8.19","22.72"
"4036635","St Mary's Primary School","31A Elmgrove Park","","","NEWCASTLE","DOWN","BT33 0BA","028 4372 3730","info@stmarysps.newcastle.ni.sch.uk","Primary school","Roman Catholic Maintained","54.21707","-5.89371","337446","331841","319","46","2015","0","50","52","57","47","51","40","38","","","","","","","","","15.1","24.04"
"5031164","St Mary's Primary School","84 MAGHERY ROAD","","","DUNGANNON","TYRONE","BT71 6PA","028 3885 1778","info@stmarys.maghery.ni.sch.uk","Primary school","Roman Catholic Maintained","54.5091","-6.57176","292560","363238","124","18","2015","0","9","8","10","11","12","12","14","","","","","","","","","4.4","17.27"
"5031172","St Mary's Primary School","123 GRANEMORE ROAD","TASSAGH","","ARMAGH","ARMAGH","BT60 2NJ","028 3753 8018","info@stmarys.granemore.ni.sch.uk","Primary school","Roman Catholic Maintained","54.25343","-6.64969","288058","334681","143","20","2015","0","32","27","21","26","26","22","24","","","","","","","","","8.6","23.95"
"5031695","St Mary's Primary School","3 SCHOOL ROAD","JERRETTSPASS","","NEWRY","DOWN","BT34 1SX","028 3082 1503","info@stmarys.barr.ni.sch.uk","Primary school","Roman Catholic Maintained","54.23032","-6.34946","307685","332525","145","21","2015","0","16","21","21","23","21","17","18","","","","","","","","","6.2","22.1"
"5032592","St Mary's Primary School","16 LISNAGOWAN ROAD","","","DUNGANNON","TYRONE","BT70 3LH","028 8776 1515","info@stmarys.lisbuoy.ni.sch.uk","Primary school","Roman Catholic Maintained","54.5466","-6.78351","278773","367154","77","11","2015","0","7","13","11","14","15","9","7","","","","","","","","","4","19"
"5032692","St Mary's Primary School","22 WEST STREET","","","STEWARTSTOWN","TYRONE","BT71 5HT","028 8773 8388","info@stmarys.stewartstown.ni.sch.uk","Primary school","Roman Catholic Maintained","54.57723","-6.67893","285476","370686","140","20","2015","1","9","10","12","13","18","14","20","","","","","","","","","5.8","16.72"
"5032699","St Mary's Primary School","40 DUNNAMORE ROAD","","","COOKSTOWN","TYRONE","BT80 9NT","028 8675 1357","info@stmarys.dunamore.ni.sch.uk","Primary school","Roman Catholic Maintained","54.67125","-6.93561","268720","380870","189","27","2015","0","32","22","30","30","24","24","29","","","","","","","","","8","23.88"
"5032734","St Mary's Primary School","10 WHITES ROAD","","","DUNGANNON","TYRONE","BT70 3AN","028 8776 7356","info@stmarys.cabra.ni.sch.uk","Primary school","Roman Catholic Maintained","54.49029","-6.92242","269880","360739","211","30","2015","0","33","22","31","31","28","27","28","","","","","","","","","8.8","22.73"
"5032735","St Mary's Primary School","1 WHITEBRIDGE ROAD","","","BALLYGAWLEY","TYRONE","BT70 2JH","028 8556 8621","info@stmarys.ballygawley.ni.sch.uk","Primary school","Roman Catholic Maintained","54.46323","-7.02727","263127","357628","136","19","2015","0","12","20","13","16","14","14","16","","","","","","","","","5.6","18.75"
"5032736","St Mary's Primary School","70 COLEBROOKE ROAD","","","FIVEMILETOWN","TYRONE","BT75 0SA","028 8952 1315","info@stmarys.fivemiletown.ni.sch.uk","Primary school","Roman Catholic Maintained","54.37397","-7.32481","243928","347467","87","12","2015","0","1","8","2","7","4","2","5","","","","","","","","","2.6","11.15"
"5033004","St Mary's Primary School","DOWNPATRICK STREET","RATHFRILAND","","NEWRY","DOWN","BT34 5DQ","028 4063 0630","info@stmarys.rathfriland.ni.sch.uk","Primary school","Roman Catholic Maintained","54.23513","-6.15782","320167","333369","115","16","2015","0","18","17","11","17","20","17","8","","","","","","","","","5.96","18.13"
"5036001","St Mary's Primary School","277 GLASSDRUMMAN ROAD","ANNALONG","","NEWRY","DOWN","BT34 4QN","028 4376 8254","info@stmarys.glasdrumman.ni.sch.uk","Primary school","Roman Catholic Maintained","54.12941","-5.89611","337580","322081","116","17","2015","0","6","4","6","9","6","7","8","","","","","","","","","3.19","14.44"
"5036006","St Mary's Primary School","20A DERRYMORE ROAD","GAWLEY'S GATE","","CRAIGAVON","ARMAGH","BT67 0BW","028 9265 1556","info@stmarys.derrymore.ni.sch.uk","Primary school","Roman Catholic Maintained","54.53623","-6.32849","308244","366605","145","21","2015","0","26","23","24","26","19","23","24","","","","","","","","","7.5","22"
"5036009","St Mary's Primary School","191 DERRYTRASNA ROAD","LURGAN","","CRAIGAVON","ARMAGH","BT66 6NR","028 3834 0295","info@stmarys.derrytrasna.ni.sch.uk","Primary school","Roman Catholic Maintained","54.50277","-6.4667","299380","362677","116","17","2015","0","13","12","11","15","18","17","17","","","","","","","","","5","20.6"
"5036043","St Mary's Primary School","REILLY PARK","","","BANBRIDGE","DOWN","BT32 3DJ","028 4066 2572","info@stmarys.banbridge.ni.sch.uk","Primary school","Roman Catholic Maintained","54.35096","-6.27736","312058","346064","407","58","2015","0","63","68","88","67","57","59","58","","","","","","","","","21.25","23.06"
"5036087","St Mary's Primary School","MAPHONER ROAD","MULLAGHBAWN","","NEWRY","DOWN","BT35 9TP","028 3088 8351","info@stmarys.mullaghbawn.ni.sch.uk","Primary school","Roman Catholic Maintained","54.11025","-6.4774","299630","318973","313","45","2015","0","37","38","31","45","44","49","45","","","","","","","","","13","24.23"
"5036118","St Mary's Primary School","5 CAVANAKEERAN ROAD","POMEROY","","DUNGANNON","TYRONE","BT70 2RD","028 8775 8541","info@stmarys.pomeroy.ni.sch.uk","Primary school","Roman Catholic Maintained","54.59518","-6.92918","269264","372408","220","30","2015","0","31","22","26","28","25","20","18","","","","","","","","","8","21.25"
"5036363","St Mary's Primary School Aughnacloy","CALEDON ROAD","","","AUGHNACLOY","TYRONE","BT69 6AJ","028 8555 7581","info@stmarys.aughnacloy.ni.sch.uk","Primary school","Roman Catholic Maintained","54.41157","-6.97397","266667","351927","82","12","2015","0","13","14","16","15","19","11","11","","","","","","","","","4","24.75"
"3036039","St Mary's Primary School (Glenview)","47 GLEN ROAD","","","MAGHERA","LONDONDERRY","BT46 5AP","028 7964 2712","info@stmarysps.maghera.ni.sch.uk","Primary school","Roman Catholic Maintained","54.8466","-6.6784","284946","400670","446","60","2015","0","30","42","45","28","20","34","41","","","","","","","","","13","18.46"
"1036048","St Mary's Star of the Sea Primary School","730-760 SHORE ROAD","","","BELFAST","ANTRIM","BT15 4HL","028 9037 0023","info@stmarysstarofthesea.belfast.ni.sch.uk","Primary school","Roman Catholic Maintained","54.64153","-5.92493","334017","379020","354","51","2015","0","15","25","16","27","11","14","18","","","","","","","","","7","18"
