School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes,fsm_3yr_pct,pupil_teacher_ratio,attendance_pct,school_budget_per_pupil,capped9_points,literacy_points,numeracy_points,science_points,welsh_bacc_points,estyn_report_url
6744096,Y Pant Comprehensive,674.0,Rhondda Cynon Taf,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Cowbridge Road,Talbot Green,Pontyclun,Rhondda Cynon Taf,CF72 8YQ,01443562250,1444.0,9.6,18.0,91.8,5423.0,398.9,42.0,40.3,41.8,42.7,http://www.estyn.gov.wales/provider/6744096
6744097,Ysgol Gyfun Cwm Rhondda,674.0,Rhondda Cynon Taf,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Heol Graigwen,Cymmer,Porth,,CF39 9HA,01443680800,681.0,15.0,16.1,86.8,3939.0,378.0,40.1,33.0,35.6,34.7,http://www.estyn.gov.wales/provider/6744097
6744105,Ysgol Gyfun Rhydywaun,674.0,Rhondda Cynon Taf,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Rhodfa Lawrence,Penywaun,Hirwaun,Rhondda Cynon Taf,CF44 9ES,01685813500,1030.0,12.1,13.9,90.1,8575.0,385.6,42.5,37.9,39.2,,http://www.estyn.gov.wales/provider/6744105
6744106,Aberdare Community School,674.0,Rhondda Cynon Taf,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Ynys Road,Ynys,Aberdare,,CF44 7RP,01685888500,1285.0,30.3,17.9,83.0,5842.0,333.8,33.5,32.4,31.7,35.3,http://www.estyn.gov.wales/provider/6744106
6744602,Cardinal Newman R.C.,674.0,Rhondda Cynon Taf,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-16),Roman Catholic,Dynea Road,Rhydyfelin,Pontypridd,Rhondda Cynon Taf,CF37 5DP,01443494110,971.0,15.5,20.3,89.4,5277.0,394.2,43.0,41.3,40.9,,http://www.estyn.gov.wales/provider/6744602
6744604,St John Baptist CIW High School,674.0,Rhondda Cynon Taf,Secondary,Community,EM,English medium,Secondary (ages 11-19),Church in Wales,Glan Road,Aberdare,Rhondda Cynon Taf,,CF44 8BW,01685875414,967.0,12.2,16.7,89.4,5355.0,392.8,43.4,41.6,41.6,45.8,http://www.estyn.gov.wales/provider/6744604
6745500,Ysgol Llanhari,674.0,Rhondda Cynon Taf,Middle,Community,WM,Welsh medium,Middle (ages 3-19),---,Llanhari,Pontyclun,Rhondda Cynon Taf,,CF72 9XE,01443237824,661.0,6.6,16.2,94.4,93.0,5780.0,385.3,43.3,40.9,42.7,http://www.estyn.gov.wales/provider/6745500
6745501,Porth Community School,674.0,Rhondda Cynon Taf,Middle,Community,EM,English medium,Middle (ages 3-16),---,Cemetery Road,,,Porth,CF39 0BS,01443682137,944.0,26.4,17.9,91.1,86.9,6432.0,379.8,37.6,36.6,38.6,http://www.estyn.gov.wales/provider/6745501
6745502,Ysgol Nantgwyn,674.0,Rhondda Cynon Taf,Middle,Community,EM,English medium,Middle (ages 3-16),---,Llewellyn Street,Penygraig,,Tonypandy,CF40 1HQ,01443436171,1064.0,29.1,21.6,91.6,82.5,5222.0,365.0,35.9,32.5,31.3,http://www.estyn.gov.wales/provider/6745502
6745503,Tonyrefail Community School,674.0,Rhondda Cynon Taf,Middle,Community,EM,English medium,Middle (ages 3-19),---,Gilfach Road,,Tonyrefail,,CF39 8HG,01443670647,1665.0,21.7,19.5,89.4,85.8,5270.0,390.1,38.7,36.2,37.3,http://www.estyn.gov.wales/provider/6745503
6745504,Ysgol Garth Olwg,674.0,Rhondda Cynon Taf,Middle,Community,WM,Welsh medium,Middle (ages 3-19),---,Ysgol Garth Olwg,St Illtyd's Road,Church Village,Pontypridd,CF38 1DX,01443570057,1208.0,7.2,18.1,95.4,87.2,5557.0,384.8,42.7,39.0,37.9,http://www.estyn.gov.wales/provider/6745504
6745505,Ysgol Afonwen,674.0,Rhondda Cynon Taf,Middle,Not Applicable,WM,Welsh medium,Middle (ages 3-16),Not available,Ysgol Afonwen,School Lane,RHYDYFELIN PONTYPRIDD,RHONDDA CYNON TAF,CF37 5AL,,,,,,,,,,,,http://www.estyn.gov.wales/provider/6745505
6745506,Ysgol Bro Taf,674.0,Rhondda Cynon Taf,Middle,Not Applicable,0 ,Not available,Middle (ages 3-16),Not available,Albion Site,Cilfynydd,Pontypridd,Rhondda Cynon Taf,CF37 4SF,,872.0,,,,,,,,,,http://www.estyn.gov.wales/provider/6745506
6747006,MAESGWYN,674.0,Rhondda Cynon Taf,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Cwmdare Road,Cwmdare,Aberdare,,CF44 8RE,01685873933,133.0,17339.0,,,,,,,,,http://www.estyn.gov.wales/provider/6747006
6747008,Park Lane Special School,674.0,Rhondda Cynon Taf,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Park Lane,Trecynon,Aberdare,Rhondda Cynon Taf,CF44 8HN,01685874489,139.0,18774.0,,,,,,,,,http://www.estyn.gov.wales/provider/6747008
6747011,Ysgol Hen Felin,674.0,Rhondda Cynon Taf,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Gelligaled Park,Ystrad ,Rhondda,,CF41 7SZ,01443431571,237.0,18598.0,,,,,,,,,http://www.estyn.gov.wales/provider/6747011
6747015,Ysgol Ty Coch,674.0,Rhondda Cynon Taf,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Lansdale Drive,Tonteg,Pontypridd,Rhondda Cynon Taf,CF38 1PG,01443203471,237.0,20290.0,,,,,,,,,http://www.estyn.gov.wales/provider/6747015
6752000,Abercanaid Community,675.0,Merthyr Tydfil,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,The Park,Abercanaid,Merthyr Tydfil,,CF48 1SZ,01685351820,186.0,18.6,23.0,93.5,5092.0,,,,,,http://www.estyn.gov.wales/provider/6752000
6752002,Cyfarthfa Park Primary School,675.0,Merthyr Tydfil,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cyfarthfa Park,Merthyr Tydfil,,,CF47 8RE,01685351807,432.0,16.6,25.7,92.5,4447.0,,,,,,http://www.estyn.gov.wales/provider/6752002
6752006,Caedraw Primary,675.0,Merthyr Tydfil,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Caedraw Road,Merthyr Tydfil,,,CF47 8HA,01685351801,234.0,24.9,19.4,89.9,5606.0,,,,,,http://www.estyn.gov.wales/provider/6752006
6752010,Gellifaelog Primary School,675.0,Merthyr Tydfil,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penydarren,Merthyr Tydfil,,,CF47 9TJ,01685351812,236.0,44.0,18.5,88.5,4644.0,,,,,,http://www.estyn.gov.wales/provider/6752010
6752015,PANTYSGALLOG PRIMARY SCHOOL,675.0,Merthyr Tydfil,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pant,Dowlais,Merthyr Tydfil,,CF48 2AD,01685351813,392.0,26.9,29.2,91.1,4180.0,,,,,,http://www.estyn.gov.wales/provider/6752015
6752020,Gwaunfarren Primary,675.0,Merthyr Tydfil,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Alexandra Avenue,Merthyr Tydfil,,,CF47 9AF,01685351810,269.0,21.7,25.4,93.7,4528.0,,,,,,http://www.estyn.gov.wales/provider/6752020
6752022,Heolgerrig Community School,675.0,Merthyr Tydfil,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heolgerrig Road,Heolgerrig,Merthyr Tydfil,,CF48 1SB,01685351803,212.0,7.8,26.1,92.6,4758.0,,,,,,http://www.estyn.gov.wales/provider/6752022
6752039,YNYSOWEN PRIMARY,675.0,Merthyr Tydfil,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Aberfan Road,Aberfan,Merthyr Tydfil,,CF48 4QQ,01685 351821,312.0,26.9,26.0,92.8,4772.0,,,,,,http://www.estyn.gov.wales/provider/6752039
6752042,YSGOL SANTES TUDFUL,675.0,Merthyr Tydfil,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,HEOL PANTYFFIN,Twynyrodyn,,MERTHYR TUDFUL,CF47 0HU,01685351815,426.0,11.3,22.5,92.8,4190.0,,,,,,http://www.estyn.gov.wales/provider/6752042
6752054,Bedlinog Community Primary School,675.0,Merthyr Tydfil,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hylton Terrace,Bedlinog,Treharris,Merthyr Tydfil,CF46 6RG,01685351823,107.0,14.5,22.5,93.9,5629.0,,,,,,http://www.estyn.gov.wales/provider/6752054
6752231,TRELEWIS PRIMARY SCHOOL,675.0,Merthyr Tydfil,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Trelewis,Treharris,Merthyr Tydfil,,CF46 6AH,01685351822,242.0,20.8,24.7,91.7,4303.0,,,,,,http://www.estyn.gov.wales/provider/6752231
6752330,YSGOL-Y-GRAIG,675.0,Merthyr Tydfil,Primary,Community,EM,English medium,Infants & Juniors,---,Cefn Coed,Merthyr Tydfil,,,CF48 2LR,01685351806,212.0,24.3,19.7,91.9,5527.0,,,,,,http://www.estyn.gov.wales/provider/6752330
6752346,Ysgol Gymraeg Rhyd-y-grug,675.0,Merthyr Tydfil,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Aberfan,Merthyr Tydfil,,,CF48 4NT,01685351818,286.0,13.8,22.5,92.3,4395.0,,,,,,http://www.estyn.gov.wales/provider/6752346
6752351,COED Y DDERWEN PRIMARY SCHOOL,675.0,Merthyr Tydfil,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gellideg Estate,Merthyr Tydfil,,,CF48 1LG,01685351805,221.0,47.5,17.1,89.9,5551.0,,,,,,http://www.estyn.gov.wales/provider/6752351
6752352,Twynyrodyn Community School,675.0,Merthyr Tydfil,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gilfach Cynon,Twynyrodyn,Merthyr Tydfil,,CF47 0LW,01685351804,322.0,17.8,21.6,91.6,5081.0,,,,,,http://www.estyn.gov.wales/provider/6752352
6752353,Edwardsville Primary School,675.0,Merthyr Tydfil,Primary,Community,EM,English medium,Infants & Juniors,---,Cardiff Road,Edwardsville,Treharris,Merthyr Tydfil,CF46 5NE,01685351824,337.0,18.8,20.1,91.9,5316.0,,,,,,http://www.estyn.gov.wales/provider/6752353
6752354,Troedyrhiw  Commmunity Primary School,675.0,Merthyr Tydfil,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Archer Street,Troedyrhiw,Merthyr Tydfil,,CF48 4JQ,01685351819,210.0,21.3,18.7,91.9,5381.0,,,,,,http://www.estyn.gov.wales/provider/6752354
6752355,Dowlais Primary School,675.0,Merthyr Tydfil,Primary,Community,EM,English medium,Infants & Juniors,---,High Street,Caeharris,Dowlais,Merthyr Tydfil,CF48 3HB,01685351808,186.0,32.7,20.3,90.9,6522.0,,,,,,http://www.estyn.gov.wales/provider/6752355
6752356,Goetre Primary School,675.0,Merthyr Tydfil,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Rowan Way,Gurnos Estate,Merthyr Tydfil,,CF47 9PB,01685351814,457.0,58.8,21.8,87.6,5336.0,,,,,,http://www.estyn.gov.wales/provider/6752356
6754011,Afon Taf High School,675.0,Merthyr Tydfil,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Yew Street,Troedyrhiw,Merthyr Tydfil,,CF48 4ED,01685351830,780.0,20.6,14.7,88.3,5519.0,357.1,39.7,35.9,36.0,40.7,http://www.estyn.gov.wales/provider/6754011
6754012,PEN-Y-DRE HIGH SCHOOL,675.0,Merthyr Tydfil,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Gurnos Estate,Merthyr Tydfil,,,CF47 9BY,01685351845,923.0,32.5,17.1,84.6,5510.0,351.4,35.3,30.2,31.3,33.5,http://www.estyn.gov.wales/provider/6754012
6754013,Cyfarthfa High School,675.0,Merthyr Tydfil,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Cae Mari Dwn,Queen's Road,Merthyr Tydfil,,CF47 0LS,01685725222,856.0,18.1,19.3,86.2,5667.0,366.8,38.0,33.1,33.3,38.9,http://www.estyn.gov.wales/provider/6754013
6755900,Blessed Carlo Acutis Catholic School,675.0,Merthyr Tydfil,Middle,Voluntary aided,EM,English medium,Middle (ages 3-16),Roman Catholic,Secondary Campus,Gwaunfarren Road,Penydarren,Merthyr Tydfil,CF47 9AN,01685351870,1057.0,92.3,86.0,5286.0,380.5,42.3,36.9,39.0,,,http://www.estyn.gov.wales/provider/6755900
6757013,Greenfield School,675.0,Merthyr Tydfil,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Duffryn Road,Pentrebach,Merthyr Tydfil,,CF48 4BJ,01685351817,185.0,24142.0,,,,,,,,,http://www.estyn.gov.wales/provider/6757013
6762058,Pengam Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Commercial Street,Pengam,Blackwood,Caerphilly,NP12 3ST,01443830429,213.0,22.1,26.2,91.1,4286.0,,,,,,http://www.estyn.gov.wales/provider/6762058
6762061,Fleur-de-Lys Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Street,Fleur-De-Lys,Blackwood,,NP12 3UX,01443830539,103.0,13.5,19.7,93.0,5083.0,,,,,,http://www.estyn.gov.wales/provider/6762061
6762071,COED-Y-BRAIN PRIMARY,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Street,Llanbradach,Caerphilly,,CF83 3LD,02920852513,195.0,26.4,18.0,91.6,5556.0,,,,,,http://www.estyn.gov.wales/provider/6762071
6762078,Markham Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pantycefn Road,Markham,Blackwood,,NP12 0QD,01495224811,205.0,43.9,22.5,91.2,4667.0,,,,,,http://www.estyn.gov.wales/provider/6762078
6762081,CWMABER JUNIOR SCHOOL,676.0,Caerphilly,Primary,Community,EM,English medium,Juniors,---,Brynhafod Road,Abertridwr,Caerphilly,,CF83 4BH,02920832231,108.0,33.0,23.7,90.3,4824.0,,,,,,http://www.estyn.gov.wales/provider/6762081
6762084,Libanus Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Libanus Rd,Blackwood,Caerphilly,,NP12 1EH,01495225736,337.0,13.3,24.4,93.0,3994.0,,,,,,http://www.estyn.gov.wales/provider/6762084
6762086,Pontllanfraith Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penmaen Road,Pontllanfraith,Blackwood,,NP12 2DN,01495222128,207.0,28.5,23.9,92.0,4486.0,,,,,,http://www.estyn.gov.wales/provider/6762086
6762089,Deri Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Glynmarch Street,Deri,Bargoed,Caerphilly,CF81 9HZ,01443875516,72.0,18.8,17.8,93.5,5609.0,,,,,,http://www.estyn.gov.wales/provider/6762089
6762093,Crumlin High Level Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Commercial Road,Crumlin,Newport,,NP11 4PX,01495244606,123.0,19.0,19.0,91.8,5009.0,,,,,,http://www.estyn.gov.wales/provider/6762093
6762095,PENTWYNMAWR PRIMARY SCHOOL,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Tonypistyll Road,Pentwynmawr,Newbridge,,NP11 4HJ,01495243400,125.0,19.7,22.4,91.8,4449.0,,,,,,http://www.estyn.gov.wales/provider/6762095
6762097,DERWENDEG PRIMARY SCHOOL,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hengoed Road,Cefn Hengoed,Hengoed,,CF82 7HP,01443 813138,188.0,43.2,21.8,92.9,4581.0,,,,,,http://www.estyn.gov.wales/provider/6762097
6762098,Tynewydd Primary School.,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Greenfield,Newbridge,Newbridge,,NP11 4QZ,01495243312,276.0,24.9,23.8,92.2,4120.0,,,,,,http://www.estyn.gov.wales/provider/6762098
6762100,Cwmcarn Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Newport Road,Cwmcarn,Crosskeys,,NP11 7LZ,01495270494,220.0,30.2,20.1,92.9,5789.0,,,,,,http://www.estyn.gov.wales/provider/6762100
6762103,Waunfawr Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Waunfawr Road,Crosskeys,Caerphilly,,NP11 7PG,01495270269,176.0,19.7,23.6,93.3,4201.0,,,,,,http://www.estyn.gov.wales/provider/6762103
6762105,Risca Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Danygraig Road,Risca,Caerphilly,,NP11 6DB,01633612429,344.0,19.4,23.8,92.4,4067.0,,,,,,http://www.estyn.gov.wales/provider/6762105
6762108,Fochriw Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pontlottyn Road,Fochriw,Bargoed,,CF81 9LL,01685841236,105.0,40.9,17.3,90.5,4965.0,,,,,,http://www.estyn.gov.wales/provider/6762108
6762121,GILFACH FARGOED PRIMARY,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Vere Street,Gilfach,Bargoed,,CF81 8LB,01443875510,180.0,33.9,23.3,92.0,4436.0,,,,,,http://www.estyn.gov.wales/provider/6762121
6762140,HENDRE JUNIOR SCHOOL,676.0,Caerphilly,Primary,Community,EM,English medium,Juniors,---,St Cenydd Road,Trecenydd,Caerphilly,,CF83 2RP,02920852518,174.0,34.5,16.4,91.4,4178.0,,,,,,http://www.estyn.gov.wales/provider/6762140
6762145,HENDRE INFANTS SCHOOL,676.0,Caerphilly,Primary,Community,EM,English medium,Nursery & Infants,---,St Cenydd Road,Trecenydd,Caerphilly,,CF83 2RP,02920852519,132.0,27.1,13.2,90.2,5627.0,,,,,,http://www.estyn.gov.wales/provider/6762145
6762148,Hengoed Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Chapel Terrace,Hengoed,Caerphilly,,CF82 7JU,01443812909,157.0,40.3,23.7,91.0,4582.0,,,,,,http://www.estyn.gov.wales/provider/6762148
6762158,Llancaeach Junior School,676.0,Caerphilly,Primary,Community,EM,English medium,Juniors,---,Commercial Street,Nelson,Treharris,,CF46 6NF,01443450211,152.0,33.5,19.0,92.5,4276.0,,,,,,http://www.estyn.gov.wales/provider/6762158
6762171,Llanfabon Infants School,676.0,Caerphilly,Primary,Community,EM,English medium,Nursery & Infants,---,Bryncelyn Avenue,Nelson,Treharris,Caerphilly,CF46 6HL,01443450275,107.0,33.0,17.0,92.3,5401.0,,,,,,http://www.estyn.gov.wales/provider/6762171
6762193,RHYDRI PRIMARY SCHOOL,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Rhydri,Caerphilly,,,CF83 3DF,02920852525,62.0,10.9,17.4,92.7,4983.0,,,,,,http://www.estyn.gov.wales/provider/6762193
6762197,NANT Y PARC PRIMARY SCHOOL,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Universal Site,Senghenydd,Caerphilly,,CF83 4GY,02920832116,218.0,53.1,19.8,91.9,4559.0,,,,,,http://www.estyn.gov.wales/provider/6762197
6762207,Pantside Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Old Pant Road,Pantside,Newbridge,Newport,NP11 5DE,01495243286,200.0,44.3,19.5,94.1,5924.0,,,,,,http://www.estyn.gov.wales/provider/6762207
6762224,Tiryberth Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,New Road,Tiryberth,Hengoed,,CF82 8AU,01443875526,137.0,21.2,19.7,92.4,6365.0,,,,,,http://www.estyn.gov.wales/provider/6762224
6762227,Ty Isaf Infants School,676.0,Caerphilly,Primary,Community,EM,English medium,Nursery & Infants,---,Mill Street,Risca,Caerphilly,,NP11 6EF,01633612420,114.0,21.8,23.9,92.0,5598.0,,,,,,http://www.estyn.gov.wales/provider/6762227
6762252,CWM  IFOR  PRIMARY SCHOOL,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Aneurin,Penyrheol,Caerphilly,,CF83 2PG,02920852509,222.0,44.9,21.7,90.4,4571.0,,,,,,http://www.estyn.gov.wales/provider/6762252
6762256,BRYN PRIMARY,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,"Forest Hill,The Bryn",Pontllanfraith,Blackwood,,NP12 2PL,01495225690,161.0,20.2,23.5,92.3,4633.0,,,,,,http://www.estyn.gov.wales/provider/6762256
6762262,YSGOL IFOR BACH,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Windsor Way,Abertridwr,Caerphilly,,CF83 4AB,02920830375,254.0,26.4,27.6,92.0,4329.0,,,,,,http://www.estyn.gov.wales/provider/6762262
6762264,Abercarn Primary school,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Chapel Of Ease,Abercarn,Caerphilly,,NP11 5LH,01495244566,261.0,13.8,27.0,93.9,4199.0,,,,,,http://www.estyn.gov.wales/provider/6762264
6762278,Greenhill Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penywrlod,Gelligaer,Hengoed,,CF82 8EU,01443875521,165.0,49.3,16.8,89.3,7042.0,,,,,,http://www.estyn.gov.wales/provider/6762278
6762282,YSGOL GYMRAEG CAERFFILI,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol Parcyfelin,Caerffilli,,,CF83 3HG,02920852531,442.0,16.6,28.7,95.3,4207.0,,,,,,http://www.estyn.gov.wales/provider/6762282
6762285,YSGOL GYMRAEG GILFACH FARGOD,676.0,Caerphilly,Primary,Foundation,WM,Welsh medium,"Nursery, Infants & Juniors",---,Commercial Street,Gilfach,Bargoed,,CF81 8JG,01443875528,107.0,25.3,18.5,92.1,5016.0,,,,,,http://www.estyn.gov.wales/provider/6762285
6762296,YNYSDDU PRIMARY SCHOOL,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,High Street,Ynysddu,Newport,,NP11 7JH,01495200223,110.0,17.0,14.0,92.3,6555.0,,,,,,http://www.estyn.gov.wales/provider/6762296
6762307,UPPER RHYMNEY PRIMARY SCHOOL,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Oakland Terrace,Rhymney,,,NP22 5EP,01685840293,150.0,55.4,20.7,89.3,4950.0,,,,,,http://www.estyn.gov.wales/provider/6762307
6762309,Ysgol Y Lawnt,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Surgery Hill,Rhymney,,,NP22 5LS,01685840285,189.0,21.4,21.9,91.4,4564.0,,,,,,http://www.estyn.gov.wales/provider/6762309
6762310,Bryn Awel Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Eglwys Fan,Rhymney,,,NP22 5JJ,01685840230,132.0,48.4,20.7,87.4,5506.0,,,,,,http://www.estyn.gov.wales/provider/6762310
6762313,Ysgol Gymraeg Trelyn,676.0,Caerphilly,Primary,Foundation,WM,Welsh medium,"Nursery, Infants & Juniors",---,Commercial Street,Pengam,Blackwood,,NP12 3ST,01443821600,212.0,14.1,21.0,93.8,4289.0,,,,,,http://www.estyn.gov.wales/provider/6762313
6762316,PHILLIPSTOWN PRIMARY SCHOOL,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cefn Rhychdir Road,Phillipstown,New Tredegar,Caerphilly,NP24 6XE,01443875522,136.0,59.1,20.8,89.9,5347.0,,,,,,http://www.estyn.gov.wales/provider/6762316
6762322,MAESYCWMMER PRIMARY SCHOOL,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Tabor Road,Maesycwmmer,Hengoed,,CF82 7PU,01443812148,139.0,18.1,23.2,93.1,4359.0,,,,,,http://www.estyn.gov.wales/provider/6762322
6762323,Bedwas Junior,676.0,Caerphilly,Primary,Community,EM,English medium,Juniors,---,Church Street,Bedwas,Caerphilly,,CF83 8EB,02920852511,162.0,18.3,23.1,92.1,4043.0,,,,,,http://www.estyn.gov.wales/provider/6762323
6762326,Machen Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Commercial Road,Machen,Newport,,CF83 8NA,01633440403,180.0,6.6,23.5,94.9,4211.0,,,,,,http://www.estyn.gov.wales/provider/6762326
6762328,Graig-y-Rhacca Primary and Nursery Community,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Addison Way,Machen,Caerphilly,,CF83 8WW,02920852516,117.0,75.4,14.4,87.1,5385.0,,,,,,http://www.estyn.gov.wales/provider/6762328
6762335,Bedwas Infants,676.0,Caerphilly,Primary,Community,EM,English medium,Nursery & Infants,---,St Mary's Street,Bedwas,Caerphilly,,CF83 8EE,02920852512,149.0,17.2,20.2,91.8,5164.0,,,,,,http://www.estyn.gov.wales/provider/6762335
6762338,HENDREDENNY PARK PRIMARY,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hendredenny Park Primary School,Groeswen Drive,Hendredenny,Caerphilly,CF83 2BL,02920852520,258.0,7.5,25.9,94.1,4222.0,,,,,,http://www.estyn.gov.wales/provider/6762338
6762347,CWMABER INFANTS SCHOOL,676.0,Caerphilly,Primary,Community,EM,English medium,Nursery & Infants,---,Bryngelli Terrace,Abertridwr,Caerphilly,,CF83 4FF,02920830248,109.0,35.8,21.2,91.3,5305.0,,,,,,http://www.estyn.gov.wales/provider/6762347
6762368,YSGOL GYMRAEG BRO ALLTA,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Central Street,Ystrad Mynach,Hengoed,,CF82 7XQ,01443814883,291.0,5.7,21.0,93.7,4022.0,,,,,,http://www.estyn.gov.wales/provider/6762368
6762370,Cwmfelinfach Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,King Street,Cwmfelinfach,Ynysddu,,NP11 7HL,01495200225,218.0,21.1,23.2,92.9,4320.0,,,,,,http://www.estyn.gov.wales/provider/6762370
6762373,YSGOL GYMRAEG CWM GWYDDON,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol Gwyddon,Abercarn,Newport,,NP11 5GX,01495244267,248.0,13.2,21.0,95.5,5397.0,,,,,,http://www.estyn.gov.wales/provider/6762373
6762374,Y G G  Y Castell,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Crescent Road,Caerphilly,,,CF83 1WH,02920864790,441.0,16.4,20.2,93.6,4106.0,,,,,,http://www.estyn.gov.wales/provider/6762374
6762376,Cwrt Rawlin Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cae Meillion,Caerphilly,,,CF83 1SN,02920807070,358.0,5.4,24.9,94.7,4100.0,,,,,,http://www.estyn.gov.wales/provider/6762376
