SeedCode,SchUID,SchoolType,CentreType,SchoolName,AddressLine1,AddressLine2,AddressLine3,PostCode,LAName,LACode,DataZone,UPRN,Email,Phone,Website,Denomination,FTETeacher,PupilRoll,PropPupilsMinorityEthnic,PropPupils20PCMostDeprived,DZSIMDPercentile,DZSIMDMostDep15Pct,DZSIMDMostDep16_25Pct,DZSIMDMostDep25Pct,AddrUR8,AddrUR6,AddrUR8Desc,AddrUR6Desc,DZUR8,DZUR6,DZUR8Desc,DZUR6Desc,GridRefEasting,GridRefNorthing,Latitude,Longitude,Notes
8235422,8235422P,Primary,Local Authority,St Patrick's Primary School,Academy Street,Troon,,KA10 6HR,South Ayrshire,S12000028,S01012565,141007480,stpatricks.mail@south-ayrshire.gov.uk,01292 690070,http://blogs.glowscotland.org.uk/sa/stpatricksps/,Roman Catholic,8.7,99,10 - <20%,5 - <10%,79,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,232203,630948,55.543297,-4.660971,
8240728,8240728P,Primary,Local Authority,St Patrick's Primary School,Well Road,Auchinleck,,KA18 2LA,East Ayrshire,S12000008,S01007922,127046555,marianne.bradley@eastayrshire.org.uk,01290 420957,http://www.saintpatricks.ik.org/p_About_Us.ikml,Roman Catholic,9.2,124,*,60 - <65%,9,Y,N,Y,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,255128,622037,55.470644,-4.293331,
8302324,8302324P,Primary,Local Authority,St Patrick's Primary School,Crosslet Road,,DUMBARTON,G82 2LQ,West Dunbartonshire,S12000039,S01013196,129010197,SchoolOffice.StPatricksPrimarySchool@west-dunbarton.gov.uk,01389 774595,https://sites.google.com/ourcloud.buzz/stpatricksprimary,Roman Catholic,18.9,356,0 - <5%,0 - <5%,79,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,240561,675499,55.945994,-4.554671,
8425825,8425825P,Primary,Local Authority,St Patrick's Primary School,10 Perth Street,,GLASGOW,G3 8UQ,Glasgow City,S12000049,S01010272,906700091102,headteacher@st-patricks-pri.glasgow.sch.uk,0141 221 2921,https://twitter.com/stpatrickspri?lang=en,Roman Catholic,18.8,211,>20%,55 - <60%,13,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,257921,665480,55.861495,-4.271681,
8533024,8533024P,Primary,Local Authority,St Patrick's Primary School,Commercial Road,,STRATHAVEN,ML10 6JW,South Lanarkshire,S12000029,S01012692,484186601,office@st-patricks-pri.s-lanark.sch.uk,01357 521317,http://www.st-patricks-pri.s-lanark.sch.uk,Roman Catholic,7.3,101,5 - <10%,*,45,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,270268,644896,55.680153,-4.064757,
8642524,8642524P,Primary,Local Authority,St Patrick's Primary School,Broomhill Street,Greenock,,PA15 4HL,Inverclyde,S12000018,S01010884,119000347,INStPatricks@glowscotland.onmicrosoft.com,01475 715696,http://st-patricks.inverclyde.sch.uk/,Roman Catholic,18.1,298,10 - <20%,55 - <60%,5,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,227204,675612,55.942390,-4.768358,
8503729,8503729P,Primary,Local Authority,St Patrick's Primary School (Coatbridge),Kildonan Street,Coatbridge,,ML5 3LG,North Lanarkshire,S12000050,S01011596,118122745,ht@st-patricks-coatbridge.n-lanark.sch.uk,01236 794862,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5882,Roman Catholic,17.2,292,*,20 - <25%,29,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,273812,665381,55.865031,-4.017922,
8358826,8358826P,Primary,Local Authority,St Patrick's Primary School (Kilsyth),Backbrae Street,Kilsyth,,G65 0NA,North Lanarkshire,S12000050,S01011796,118012731,ht@st-patricks-kilsyth.n-lanark.sch.uk,01236 757659,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5884,Roman Catholic,13.6,239,0 - <5%,30 - <35%,15,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,271525,677460,55.972882,-4.060189,
8514321,8514321P,Primary,Local Authority,St Patrick's Primary School (New Stevenston),10 Coronation Road East,New Stevenston,MOTHERWELL,ML1 4HX,North Lanarkshire,S12000050,S01011462,118181189,ht@st-patricks-motherwell.n-lanark.sch.uk,01698 352528,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5883,Roman Catholic,12.2,193,*,20 - <25%,33,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,275930,659227,55.810321,-3.981289,
8514623,8514623P,Primary,Local Authority,St Patrick's Primary School (Shotts),Station Road,Shotts,,ML7 4BJ,North Lanarkshire,S12000050,S01011430,118051783,ht@st-patricks-shotts.n-lanark.sch.uk,01501 826711,http://www.st-patricks-shotts.n-lanark.sch.uk/,Roman Catholic,12.8,195,*,25 - <30%,65,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,287624,659955,55.819723,-3.795103,
5443725,5443725P,Primary,Local Authority,St Patrick's R C Primary School,41 Station Road,Lochgelly,,KY5 9QX,Fife,S12000047,S01009444,320189758,Stpatricksrcps.enquiries@fife.gov.uk,01592 583461,http://www.fifedirect.org.uk/stpatricksrcps,Roman Catholic,14.0,192,*,20 - <25%,78,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,318528,694042,56.132111,-3.312379,
5741726,5741726P,Primary,Local Authority,St Patrick's RC Primary School,Carronbank Crescent,Denny,,FK6 6DW,Falkirk,S12000014,S01009058,136068661,stpatricksprimaryschool@falkirk.gov.uk,01324 508840,http://www.st-patricks.falkirk.sch.uk,Roman Catholic,18.4,279,5 - <10%,*,29,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,281174,683097,56.025987,-3.908174,
8425922,8425922P,Primary,Local Authority,St Paul's (Shettleston) Primary School & Nursery Class,85 Anwoth Street,,GLASGOW,G32 7RR,Glasgow City,S12000049,S01010062,906700124522,headteacher@st-paulsshettleston-pri.glasgow.sch.uk,0141 778 6227,http://www.st-paulsshettleston-pri.glasgow.sch.uk/,Roman Catholic,24.4,368,10 - <20%,70 - <75%,9,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,264131,663492,55.845437,-4.171546,
8426023,8426023P,Primary,Local Authority,St Paul's (Whiteinch) Primary School,17 Primrose Street,,GLASGOW,G14 0TF,Glasgow City,S12000049,S01010425,906700085167,headteacher@st-paulswhiteinch-pri.glasgow.sch.uk,0141 959 3263,https://blogs.glowscotland.org.uk/gc/stpaulsprimarywhiteinch/,Roman Catholic,17.7,255,>20%,80 - <85%,5,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,253523,667108,55.874793,-4.342767,
8432139,8432139S,Secondary,Local Authority,St Paul's High School,36 Damshot Road,,GLASGOW,G53 5HW,Glasgow City,S12000049,S01009788,906700256689,headteacher@st-paulshigh.glasgow.sch.uk,0141 582 0040,http://www.st-paulshigh.glasgow.sch.uk/,Roman Catholic,81.2,1075,>20%,65 - <70%,25,N,Y,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,253656,661491,55.824408,-4.337613,
5500621,5500621P,Primary,Local Authority,St Paul's Primary School,Main Street,East Calder,WEST LOTHIAN,EH53 0ES,West Lothian,S12000040,S01013298,135009681,wlstpauls-ps@westlothian.org.uk,01506 881665,http://www.stpaulsprimary.westlothian.org.uk,Roman Catholic,9.8,131,10 - <20%,*,66,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,309005,667945,55.895994,-3.456685,
8522227,8522227P,Primary,Local Authority,St Paul's Primary School,Backmuir Road,Whitehill,HAMILTON,ML3 0PX,South Lanarkshire,S12000029,S01012797,484053700,office@stpauls-ps.s-lanark.sch.uk,01698 284777,http://www.stpaulshamilton.ik.org/,Roman Catholic,9.1,126,10 - <20%,50 - <55%,14,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,270750,656961,55.788615,-4.062807,
8626227,8626227P,Primary,Local Authority,St Paul's Primary School,Morar Drive,,PAISLEY,PA2 9FA,Renfrewshire,S12000038,S01012080,123111998,stpaulsenquiries@renfrewshire.gov.uk,0300 300 0187,http://www.st-pauls.renfrewshire.sch.uk/,Roman Catholic,16.4,180,10 - <20%,70 - <75%,10,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,245941,662354,55.829761,-4.461119,
5402328,5402328P,Primary,Local Authority,St Paul's R C Primary School,Caskieberran Drive,Glenrothes,,KY6 2AT,Fife,S12000047,S01009565,320180152,Stpaulsrcps.enquiries@fife.gov.uk,01592 583462,http://www.fifedirect.org.uk/stpaulsrcps,Roman Catholic,13.4,236,10 - <20%,35 - <40%,26,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,326643,700438,56.190880,-3.183619,
5330033,5330033S,Secondary,Local Authority,St Paul's RC Academy,90 Gillburn Road,Dundee,,DD3 0EH,Dundee City,S12000042,S01007808,9059095192,stpaulsrcacademy@dundeeschools.scot,01382 307701,http://st-pauls.ea.dundeecity.sch.uk/,Roman Catholic,80.9,997,5 - <10%,50 - <55%,12,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,339817,733119,56.486297,-2.978872,
5328624,5328624P,Primary,Local Authority,St Peter & Paul RC School,Byron Street,Dundee,,DD3 6QN,Dundee City,S12000042,S01007718,9059010848,stpetersandstpaulrcprimaryschool@dundeeschools.scot,01382 436448,http://st-peterpaul.ea.dundeecity.sch.uk/,Roman Catholic,21.4,348,>20%,65 - <70%,8,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,339662,731680,56.473351,-2.981055,
8300135,8300135S,Secondary,Local Authority,St Peter the Apostle High School,Kirkoswald Drive,,CLYDEBANK,G81 2DB,West Dunbartonshire,S12000039,S01013140,129052717,SchoolOffice.SPTA@west-dunbarton.gov.uk,0141 533 3100,http://stpetertheapostle.co.uk/,Roman Catholic,101.7,1517,5 - <10%,50 - <55%,9,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,250197,671676,55.914777,-4.398406,
5618924,5618924P,Primary,Local Authority,St Peter's Primary School,Parsonage Road,Galashiels,,TD1 3DS,Scottish Borders,S12000026,S01012283,116024844,stpetersps@scotborders.gov.uk,01896 753185,http://www.st-peters.ik.org/,Non-denominational,14.5,230,5 - <10%,0 - <5%,48,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,349600,635505,55.610521,-2.801632,
8210721,8210721P,Primary,Local Authority,St Peter's Primary School,South Isle Road,,ARDROSSAN,KA22 7PX,North Ayrshire,S12000021,S01011249,126060284,stpeters@ea.n-ayrshire.sch.uk,01294 462554,https://blogs.glowscotland.org.uk/na/stpetersprimary/,Roman Catholic,9.8,145,*,45 - <50%,76,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,223242,644007,55.657328,-4.811183,
8302421,8302421P,Primary,Local Authority,St Peter's Primary School,Bellsmyre Campus,Howatshaws Road,DUMBARTON,G82 3DR,West Dunbartonshire,S12000039,S01013184,129056553,StPetersOffice@west-dunbarton.gov.uk,01389 773909,http://www.scottishschools.info/saintpetersprimary/,Roman Catholic,9.6,145,*,15 - <20%,12,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,240921,676790,55.957709,-4.549666,
8522324,8522324P,Primary,Local Authority,St Peter's Primary School,Highstonehall Road,Laighstonehall,HAMILTON,ML3 8LU,South Lanarkshire,S12000029,S01012736,484175676,office@st-peters-pri.s-lanark.sch.uk,01698 281277,http://www.st-peters-pri.s-lanark.sch.uk/,Roman Catholic,9.6,123,10 - <20%,50 - <55%,49,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,270600,654276,55.764466,-4.063922,
8626324,8626324P,Primary,Local Authority,St Peter's Primary School,Braehead Road,,PAISLEY,PA2 8DZ,Renfrewshire,S12000038,S01012099,123039639,stpetersenquiries@renfrewshire.gov.uk,0300 300 0188,http://www.st-peters.renfrewshire.sch.uk/,Roman Catholic,12.4,223,10 - <20%,10 - <15%,23,N,Y,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,247538,661626,55.823726,-4.435251,
5206529,5206529P,Primary,Local Authority,St Peter's RC Primary School,37 St Peter's Terrace,Buckie,MORAY,AB56 1QN,Moray,S12000020,S01011080,133038863,admin.stpetersp@moray-edunet.gov.uk,01542 831339,https://www.st-peters.moray.sch.uk/,Roman Catholic,7.5,102,5 - <10%,0%,46,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,341926,865338,57.674126,-2.975310,
5530520,5530520P,Primary,Local Authority,St Peter's RC Primary School,10 Falcon Road,Edinburgh,,EH10 4AH,City of Edinburgh,S12000036,S01008629,906423753,admin@st-peters.edin.sch.uk,0131 447 5742,http://www.st-peters.edin.sch.uk/,Roman Catholic,16.4,323,>20%,0 - <5%,97,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,324796,671358,55.929381,-3.205194,
5242126,5242126P,Primary,Local Authority,St Peter's RC School,74 Dunbar Street,Aberdeen,,AB24 3UJ,Aberdeen City,S12000033,S01006672,9051087434,stpeters@aberdeencity.gov.uk,01224 485611,http://www.st-peters.aberdeen.sch.uk/,Roman Catholic,13.6,203,>20%,15 - <20%,32,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,394221,808540,57.167655,-2.097201,
8426422,8426422P,Primary,Local Authority,St Philomena's Primary School,35 Robroyston Road,,GLASGOW,G33 1EA,Glasgow City,S12000049,S01010184,906700348464,headteacher@st-philomenas-pri.glasgow.sch.uk,0141 770 4134,http://www.st-philomenas-pri.glasgow.sch.uk/,Roman Catholic,17.4,209,>20%,60 - <65%,12,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,262957,667332,55.879582,-4.192222,
5328721,5328721P,Primary,Local Authority,St Pius' RC Primary School,Banchory Road,Dundee,,DD4 7TQ,Dundee City,S12000042,S01007745,9059059106,stpiusrcprimary@dundeeschools.scot,01382 438528,http://stpiusprimary.ea.dundeecity.sch.uk/,Roman Catholic,12.0,156,*,85 - <90%,18,N,Y,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,343936,732067,56.477357,-2.911769,
8426821,8426821P,Primary,Local Authority,St Roch's Primary School,267 Royston Road,,GLASGOW,G21 2BS,Glasgow City,S12000049,S01010225,906700209241,headteacher@st-rochs-pri.glasgow.sch.uk,0141 552 0010,https://twitter.com/saintrochsps?lang=en,Roman Catholic,28.6,354,>20%,90 - <95%,10,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,261038,666440,55.871023,-4.222414,
8438730,8438730S,Secondary,Local Authority,St Roch's Secondary School,25 Rhymer Street,,GLASGOW,G21 2NF,Glasgow City,S12000049,S01010231,906700219718,headteacher@st-rochs-sec.glasgow.sch.uk,0141 582 0270,http://www.st-rochs-sec.glasgow.sch.uk/,Roman Catholic,69.6,696,>20%,80 - <85%,5,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,260464,666204,55.868738,-4.231458,
5600421,5600421P,Primary,Local Authority,St Ronan's Primary School,Innerleithen,Peeblesshire,,EH44 6PB,Scottish Borders,S12000026,S01012265,116025218,stronansps@scotborders.gov.uk,01896 830349,https://st-ronans.org.uk.org.uk,Non-denominational,10.5,212,*,*,45,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,333741,637033,55.622344,-3.053707,
8305129,8305129P,Primary,Local Authority,St Ronan's Primary School,Ladyton,Bonhill,ALEXANDRIA,G83 9DZ,West Dunbartonshire,S12000039,S01013217,129056406,SchoolOffice.StRonans@west-dunbarton.gov.uk,01389 773741,https://sites.google.com/ourcloud.buzz/stronansprimary,Roman Catholic,8.2,91,*,60 - <65%,30,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,240043,679207,55.979111,-4.565143,
8426929,8426929P,Primary,Local Authority,St Rose Of Lima Primary School,295 Mossvale Road,,GLASGOW,G33 5QS,Glasgow City,S12000049,S01010166,906700418276,headteacher@st-roseoflima-pri.glasgow.sch.uk,0141 774 9397,https://blogs.glowscotland.org.uk/glowblogs/saintroseoflima/,Roman Catholic,28.8,459,>20%,45 - <50%,22,N,Y,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,265073,666484,55.872566,-4.158002,
8427127,8427127P,Primary,Local Authority,St Saviour's Primary School,635 Govan Road,,GLASGOW,G51 2AQ,Glasgow City,S12000049,S01009859,906700431916,headteacher@st-saviours-pri.glasgow.sch.uk,0141 445 8904,http://www.st-saviours-pri.glasgow.sch.uk,Roman Catholic,13.4,152,>20%,80 - <85%,3,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,255794,665468,55.860756,-4.305629,
5702224,5702224P,Primary,Local Authority,St Serf's Primary School,St Serf's Road,Tullibody,,FK10 2RD,Clackmannanshire,S12000005,S01007419,35021943,stserfs@edu.clacks.gov.uk,01259 722950,https://blogs.glowscotland.org.uk/cl/stserfs/,Non-denominational,12.6,182,*,55 - <60%,19,N,Y,Y,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,285859,695440,56.137965,-3.838318,
8501424,8501424P,Primary,Local Authority,St Serf's Primary School,Thrashbush Road,Airdrie,,ML6 6QU,North Lanarkshire,S12000050,S01011667,118142401,ht@st-serfs.n-lanark.sch.uk,01236 632082,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5886,Roman Catholic,11.9,184,5 - <10%,80 - <85%,12,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,276746,666546,55.876251,-3.971602,
5445426,5445426P,Primary,Local Authority,St Serf's R C Primary School,Preston Street,High Valleyfield,DUNFERMLINE,KY12 8SE,Fife,S12000047,S01009281,320189101,stserfsrcps.enquiries@fife.gov.uk,01383 602436,http://www.fifedirect.org.uk/atoz/index.cfm?fuseaction=facility.display&FacId=45477682-CA51-436D-B49C9AE9FF391D10,Roman Catholic,5.8,69,*,90 - <95%,14,Y,N,Y,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,300179,686716,56.062829,-3.604730,
8221022,8221022P,Primary,Local Authority,St Sophia's Primary School,Nelville Drive,Galston,,KA4 8BN,East Ayrshire,S12000008,S01007953,127047187,elizabeth.heron@eastayrshire.org.uk,01563 820521,https://blogs.glowscotland.org.uk/ea/saintsophiaspsmain/welcome/,Roman Catholic,8.4,90,*,25 - <30%,33,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,249421,636546,55.599179,-4.391419,
8645639,8645639S,Secondary,Local Authority,St Stephen's High School,Port Glasgow Community Campus,Kilmacolm Road,PORT GLASGOW,PA14 6PP,Inverclyde,S12000018,S01010926,119054309,INStStephens@glowscotland.onmicrosoft.com,01475 715300,http://st-stephens.inverclyde.sch.uk/,Roman Catholic,46.0,542,0 - <5%,65 - <70%,12,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,234274,672845,55.920047,-4.653595,
8313520,8313520P,Primary,Local Authority,St Stephen's Primary School,Second Avenue,Dalmuir,CLYDEBANK,G81 3LE,West Dunbartonshire,S12000039,S01013165,129025809,SchoolOffice.StStephens@west-dunbarton.gov.uk,0141 533 3034,https://sites.google.com/ourcloud.buzz/st-stephens-primary-school-web,Roman Catholic,13.4,216,*,30 - <35%,42,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,248893,671272,55.910742,-4.419023,
8503826,8503826P,Primary,Local Authority,St Stephen's Primary School,Sikeside Street,Coatbridge,,ML5 4QH,North Lanarkshire,S12000050,S01011610,118127026,ht@st-stephens.n-lanark.sch.uk,01236 794850,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5887,Roman Catholic,26.6,286,0 - <5%,40 - <45%,6,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,274918,664229,55.854975,-3.999730,
5341523,5341523P,Primary,Local Authority,St Stephen's RC Primary School,Blairgowrie Community Campus,Henderson Place,BLAIRGOWRIE,PH10 6UZ,Perth and Kinross,S12000048,S01011988,124092350,St-Stephens@pkc.gov.uk,01250 871950,http://www.ststephens-primary-blairgowrie.org.uk,Roman Catholic,5.4,81,5 - <10%,15 - <20%,76,N,N,N,4,4,Remote Small Towns,Remote Small Towns,4,4,Remote Small Towns,Remote Small Towns,317606,743958,56.580287,-3.342866,
5201128,5201128P,Primary,Local Authority,St Sylvester's RC Primary School,Abbey Street,Elgin,MORAY,IV30 1DA,Moray,S12000020,S01011104,133055850,admin.stsylvestersp@moray-edunet.gov.uk,01343 541453,https://twitter.com/stsylvesters1?lang=en,Roman Catholic,7.0,95,>20%,5 - <10%,49,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,321918,862616,57.646663,-3.309786,UPRN is a Parent UPRN in SAD 2024 Q1.
8427720,8427720P,Primary,Local Authority,St Teresa's Primary School,65 Stonyhurst Street,,GLASGOW,G22 5AX,Glasgow City,S12000049,S01010224,906700400609,headteacher@st-teresas-pri.glasgow.sch.uk,0141 336 8428,http://www.st-teresas-pri.glasgow.sch.uk,Roman Catholic,8.7,142,>20%,85 - <90%,1,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,259371,667608,55.881025,-4.249639,
8513724,8513724P,Primary,Local Authority,St Teresa's Primary School,85A Loanhead Road,Newarthill,MOTHERWELL,ML1 5AY,North Lanarkshire,S12000050,S01011456,118085960,ht@st-teresas.n-lanark.sch.uk,01698 274912,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5888,Roman Catholic,13.6,227,10 - <20%,40 - <45%,16,N,Y,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,277704,659279,55.811241,-3.953024,
5936721,5936721P,Primary,Local Authority,St Teresa's RC School,Lochside Road,Dumfries,,DG2 0DY,Dumfries and Galloway,S12000006,S01007585,137043608,gw08officest4@ea.dumgal.sch.uk,01387 255732,https://www.dumgal.gov.uk/media/17798/Handbook-St-Teresa-s-RC-Primary-School/pdf/Updated_2018-2019_Handbook.pdf?m=636800354820530000,Roman Catholic,2.8,34,10 - <20%,65 - <70%,59,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,296124,577216,55.078492,-3.628599,
8438838,8438838S,Secondary,Local Authority,St Thomas Aquinas Secondary School,112 Mitre Road,,GLASGOW,G14 9PP,Glasgow City,S12000049,S01010420,906700381032,headteacher@st-thomasaquinas-sec.glasgow.sch.uk,0141 582 0280,https://blogs.glowscotland.org.uk/gc/stthomasaquinassecondaryschoolglasgow/,Roman Catholic,85.6,1163,>20%,60 - <65%,87,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,254021,667770,55.880887,-4.335171,
5534232,5534232S,Secondary,Local Authority,St Thomas Of Aquin's High School,2-20 Chalmers Street,Edinburgh,,EH3 9NH,City of Edinburgh,S12000036,S01008667,906430314,admin@st-thomasaquins.edin.sch.uk,0131 229 8734,http://www.st-thomas-of-aquins.org.uk/,Roman Catholic,64.0,799,>20%,10 - <15%,72,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,325292,672933,55.943606,-3.197695,
5500222,5500222P,Primary,Local Authority,St Thomas' Primary School,Church Street,Addiewell,WEST CALDER,EH55 8PG,West Lothian,S12000040,S01013255,200004137620,wlstthomas-ps@westlothian.org.uk,01501 762794,http://www.stthomasprimary.westlothian.org.uk,Roman Catholic,3.3,24,*,65 - <70%,38,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,298790,662465,55.844742,-3.617906,
8427925,8427925P,Primary,Local Authority,St Thomas' Primary School,8 Smithycroft Road,,GLASGOW,G33 2QJ,Glasgow City,S12000049,S01010153,906700105553,headteacher@st-thomas-pri.glasgow.sch.uk,0141 770 4360,http://www.st-thomas-pri.glasgow.sch.uk/,Roman Catholic,27.0,416,10 - <20%,55 - <60%,9,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,262976,665913,55.866847,-4.191201,
8516227,8516227P,Primary,Local Authority,St Thomas' Primary School,Caledonian Road,Wishaw,,ML2 0HY,North Lanarkshire,S12000050,S01011389,118091644,ht@st-thomas.n-lanark.sch.uk,01698 274960,http://www.st-thomas.n-lanark.sch.uk/,Roman Catholic,13.8,232,10 - <20%,65 - <70%,17,N,Y,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,279022,654543,55.769045,-3.929901,
8624224,8624224P,Primary,Local Authority,St Thomas' Primary School,23 Broadlie Road,Neilston,GLASGOW,G78 3ET,East Renfrewshire,S12000011,S01008299,131034802,headteacher@st-thomas.e-renfrew.sch.uk,0141 570 7420,http://www.ea.e-renfrew.sch.uk/st-thomas,Roman Catholic,14.0,152,10 - <20%,0%,21,N,Y,Y,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,247900,657346,55.785420,-4.427085,
5207622,5207622P,Primary,Local Authority,St Thomas RC Primary School,Chapel Street,Keith,MORAY,AB55 5AL,Moray,S12000020,S01011062,133038671,admin.stthomasp@moray-edunet.gov.uk,01542 882256,https://stthomasrcprimary.wordpress.com/st-thomas-1/,Roman Catholic,3.6,38,10 - <20%,0%,51,N,N,N,4,4,Remote Small Towns,Remote Small Towns,4,4,Remote Small Towns,Remote Small Towns,343003,850270,57.538937,-2.953707,
5300924,5300924P,Primary,Local Authority,St Thomas' RC Primary School,Abbey View Campus,Hayshead Road,ARBROATH,DD11 5FE,Angus,S12000041,S01007190,117136932,St-Thomas@angusschools.org.uk,01241 465428,http://www.st-thomas.angus.sch.uk,Roman Catholic,7.4,98,10 - <20%,25 - <30%,53,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,364774,741502,56.564145,-2.574771,
