School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes,fsm_3yr_pct,pupil_teacher_ratio,attendance_pct,school_budget_per_pupil,capped9_points,literacy_points,numeracy_points,science_points,welsh_bacc_points,estyn_report_url,latitude,longitude
6762296,YNYSDDU PRIMARY SCHOOL,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,High Street,Ynysddu,Newport,,NP11 7JH,01495200223,110,,,,,,,,,,,51.6242844,-3.1862783
6762307,UPPER RHYMNEY PRIMARY SCHOOL,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Oakland Terrace,Rhymney,,,NP22 5EP,01685840293,150,,,,,,,,,,,51.7665479,-3.2904352
6762309,Ysgol Y Lawnt,676,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Surgery Hill,Rhymney,,,NP22 5LS,01685840285,189,,,,,,,,,,,51.75939510000001,-3.2865527
6762310,Bryn Awel Primary School,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Eglwys Fan,Rhymney,,,NP22 5JJ,01685840230,132,,,,,,,,,,,51.7560219,-3.2770892
6762313,Ysgol Gymraeg Trelyn,676,Caerphilly,Primary,Foundation,WM,Welsh medium,"Nursery, Infants & Juniors",---,Commercial Street,Pengam,Blackwood,,NP12 3ST,01443821600,212,,,,,,,,,,,51.6689246,-3.2232329
6762316,PHILLIPSTOWN PRIMARY SCHOOL,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cefn Rhychdir Road,Phillipstown,New Tredegar,Caerphilly,NP24 6XE,01443875522,136,,,,,,,,,,,51.724084,-3.2404245
6762322,MAESYCWMMER PRIMARY SCHOOL,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Tabor Road,Maesycwmmer,Hengoed,,CF82 7PU,01443812148,139,,,,,,,,,,,51.6435091,-3.2211681
6762323,Bedwas Junior,676,Caerphilly,Primary,Community,EM,English medium,Juniors,---,Church Street,Bedwas,Caerphilly,,CF83 8EB,02920852511,162,,,,,,,,,,,51.5905676,-3.1991418
6762326,Machen Primary School,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Commercial Road,Machen,Newport,,CF83 8NA,01633440403,180,,,,,,,,,,,51.5959083,-3.1428089
6762328,Graig-y-Rhacca Primary and Nursery Community,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Addison Way,Machen,Caerphilly,,CF83 8WW,02920852516,117,,,,,,,,,,,51.5935014,-3.1678539
6762335,Bedwas Infants,676,Caerphilly,Primary,Community,EM,English medium,Nursery & Infants,---,St Mary's Street,Bedwas,Caerphilly,,CF83 8EE,02920852512,149,,,,,,,,,,,51.59255690000001,-3.2012138
6762338,HENDREDENNY PARK PRIMARY,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hendredenny Park Primary School,Groeswen Drive,Hendredenny,Caerphilly,CF83 2BL,02920852520,258,,,,,,,,,,,51.5805387,-3.2470531
6762347,CWMABER INFANTS SCHOOL,676,Caerphilly,Primary,Community,EM,English medium,Nursery & Infants,---,Bryngelli Terrace,Abertridwr,Caerphilly,,CF83 4FF,02920830248,109,,,,,,,,,,,51.5998564,-3.2691769
6762368,YSGOL GYMRAEG BRO ALLTA,676,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Central Street,Ystrad Mynach,Hengoed,,CF82 7XQ,01443814883,291,,,,,,,,,,,51.6414881,-3.2390011
6762370,Cwmfelinfach Primary,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,King Street,Cwmfelinfach,Ynysddu,,NP11 7HL,01495200225,218,,,,,,,,,,,51.6191105,-3.1803362
6762373,YSGOL GYMRAEG CWM GWYDDON,676,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol Gwyddon,Abercarn,Newport,,NP11 5GX,01495244267,248,,,,,,,,,,,51.6396142,-3.135388
6762374,Y G G  Y Castell,676,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Crescent Road,Caerphilly,,,CF83 1WH,02920864790,441,,,,,,,,,,,51.5749067,-3.224447
6762376,Cwrt Rawlin Primary School,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cae Meillion,Caerphilly,,,CF83 1SN,02920807070,358,,,,,,,,,,,51.5701079,-3.2412024
6762377,Cefn Fforest Primary,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cefn Fforest Avenue,Cefn Fforest,Blackwood,,NP12 3JX,01443830449,297,,,,,,,,,,,51.67234,-3.211446
6762378,PENLLWYN PRIMARY,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Fleur-De-Lys Avenue,Pontllanfraith,Blackwood,,NP12 2NT,01495223505,144,,,,,,,,,,,51.6559257,-3.2002096
6762379,Blackwood Primary,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Apollo Way,Blackwood,,,NP12 1WA,01495224111,381,,,,,,,,,,,51.6671218,-3.2027516
6762380,GLYN-GAER PRIMARY SCHOOL,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Oxford Street Glyngaer,Gelligaer,Hengoed,Caerphilly,CF82 8FF,01443875519,227,,,,,,,,,,,51.6652429,-3.2446923
6762381,Park Primary,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Park Crescent,Bargoed,,,CF81 8PN,01443875524,127,,,,,,,,,,,51.6871279,-3.2340555
6762382,Aberbargoed Primary School,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Ysgol Newydd,Bargoed,Caerphilly,,CF81 9DD,01443875512,224,,,,,,,,,,,51.6930146,-3.2254399
6762383,Trinant Primary,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Conway Road,Pentwyn,Crumlin,,NP11 3JN,01495214357,186,,,,,,,,,,,51.6981972,-3.1478876
6762384,Ty Sign Primary School,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Elm Drive,Risca,Caerphilly,,NP11 6HJ,01633612813,439,,,,,,,,,,,51.6098526,-3.0926203
6762385,Tyn-Y-Wern Primary,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Navigator Street,Trethomas,,,CF83 8FL,02920852528,246,,,,,,,,,,,51.5924466,-3.1846524
6762386,Twyn Primary,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,East View,Caerphilly,,,CF83 1UT,02920852527,441,,,,,,,,,,,51.5746671,-3.2151261
6762387,White Rose Primary School,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,White Rose Way,New Tredegar,,,NP24 6DW,01443828060,244,,,,,,,,,,,51.717066,-3.2343776
6762388,Ysgol Bro Sannan,676,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ty Fry Road,Aberbargoed,Bargoed,,CF81 9FN,01443828000,136,,,,,,,,,,,51.6897411,-3.218971
6762389,Plasyfelin Primary School,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lewis Drive,Churchill Park,Caerphilly,,CF83 3FT,02920852523,303,,,,,,,,,,,51.582104,-3.226113
6762390,St James Primary School,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lansbury Park,Caerphilly,,,CF83 3GT,02920852522,294,,,,,,,,,,,51.5821117,-3.2021282
6762391,St Gwladys Bargoed School,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Church Place,Bargoed,,,CF81 8RP,01443875523,448,,,,,,,,,,,51.6923244,-3.2313727
6762392,Rhiw syr Dafydd Primary School,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maes-y-Garn Road,Oakdale,Blackwood,,NP12 0NA,01495222829,613,,,,,,,,,,,51.68011370000001,-3.174245
6762393,Ystrad Mynach Primary,676,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lewis Street,Ystrad Mynach,Hengoed,,CF82 7AQ,01443812707,463,,,,,,,,,,,51.6423357,-3.238557
6762394,Ysgol Gynradd Gymraeg Cwm Derwen,676,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Beech Grove,Oakdale,Blackwood,,NP12 0JL,01495226062,183,,,,,,,,,,,51.680416,-3.1796284
6762395,Ysgol Penalltau,676,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Cwm Calon,Penallta,Ystrad Mynach,,CF82 6AP,01443862974,249,,,,,,,,,,,51.6553461,-3.2440219
6763310,St Helens RC Primary,676,Caerphilly,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Lansbury Park,Caerphilly,,,CF83 1QH,02920852532,232,,,,,,,,,,,51.5808095,-3.2037229
6764031,Newbridge School,676,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Bridge Street,Newbridge,Newport,,NP11 5FR,01495243243,1009,,,,,,,,,,,51.6648998,-3.1406388
6764046,Blackwood Comprehensive School,676,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Ty Isha Terrace,Cen Fforest,Blackwood,,NP12 1ER,01495225566,966,,,,,,,,,,,51.6715196,-3.2040766
6764065,St Cenydd School,676,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,St Cenydd Road,Trecenydd,Caerphilly,,CF83 2RP,02920852504,1007,,,,,,,,,,,51.5805881,-3.2426818
6764068,Risca Community Comprehensive,676,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Pontymason Lane,Rogerstone,Newport,,NP11 6YY,01633612425,645,,,,,,,,,,,51.6061089,-3.0707932
6764070,St Martin's School,676,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Hillside,Caerphilly,,,CF83 1UW,02920858050,1031,,,,,,,,,,,51.5696702,-3.2207692
6764073,HEOLDDU COMPREHENSIVE SCHOOL,676,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Mountain Road,Bargoed,Caerphilly,,CF81 8XL,01443875531,694,,,,,,,,,,,51.68860369999999,-3.2461898
6764075,Lewis School Pengam,676,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Gilfach,Bargoed,,,CF81 8LJ,01443873873,638,,,,,,,,,,,51.672968,-3.2242319
6764077,Lewis Girls' Comprehensive School,676,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Oakfield Street,Ystrad Mynach,,,CF82 7WW,01443813168,668,,,,,,,,,,,51.6410284,-3.2344168
6764093,Bedwas High School,676,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Newport Road,Bedwas,Caerphilly,,CF83 8BJ,02920859800,711,,,,,,,,,,,51.5903476,-3.1921705
6764103,Ysgol Gyfun Cwm Rhymni,676,Caerphilly,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Heol Gelli Haf,Fleur De Lys,Blackwood,Caerphilly,NP12 3JQ,01443875227,1764,,,,,,,,,,,51.6605453,-3.2160267
6764104,Islwyn High School,676,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Waterloo,Oakdale,Blackwood,,NP12 0NU,01495233600,1043,,,,,,,,,,,51.6840809,-3.1766771
6765500,Idris Davies School 3 to 18,676,Caerphilly,Middle,Community,EM,English medium,Middle (ages 3-19),---,Mill Field,Abertysswg,Rhymney,,NP22 5XF,01685846900,862,,,,,,,,,,,51.7591697,-3.2808871
6767011,Trinity Fields School,676,Caerphilly,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Caerphilly Road,Ystrad Mynach,Hengoed,,CF82 7XW,01443866000,273,,,,,,,,,,,51.6381734,-3.2369937
6772067,Bryn Bach Primary School,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Merthyr Road,Tredegar,Blaenau Gwent,,NP22 3RX,01495722569,237,,,,,,,,,,,51.78603039999999,-3.2621658
6772070,Glanhowy Primary School,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Coach Bach,Tredegar,Blaenau Gwent,,NP22 4RW,01495722312,303,,,,,,,,,,,51.7830694,-3.24693
6772072,Deighton Junior and Infants,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Stockton Way,Tredegar,Blaenau Gwent,,NP22 3ES,01495722567,254,,,,,,,,,,,51.7801666,-3.2490786
6772074,Georgetown Junior and Infants,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Oakfield Road,Tredegar,Blaenau Gwent,,NP22 4LJ,01495717341,439,,,,,,,,,,,51.7662785,-3.2347855
6772179,SOFRYDD PRIMARY,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Sofrydd Road,Crumlin,Newbridge,Blaenau Gwent,NP11 5DW,01495244003,148,,,,,,,,,,,51.6827587,-3.1287245
6772253,Cwm Primary School,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Canning Street,Cwm,Ebbw Vale,Blaenau Gwent,NP23 7RD,01495364825,222,,,,,,,,,,,51.744561,-3.1881555
6772277,Beaufort Hill Primary,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Beaufort Hill,Ebbw Vale,Blaenau Gwent,,NP23 5QD,01495302624,242,,,,,,,,,,,51.7970626,-3.2002469
6772278,Willowtown Primary School,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Brynheulog Street,Willowtown,Ebbw Vale,Blaenau Gwent,NP23 6NJ,01495355400,493,,,,,,,,,,,51.7812724,-3.2148283
6772306,Blaen-y-Cwm Primary School,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Blaenafon Road,Brynmawr,Blaenau Gwent,,NP23 4BR,01495313524,283,,,,,,,,,,,51.7957305,-3.1728889
6772307,Ysgol Gymraeg Brohelyg,677,Blaenau Gwent,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Rising Sun Industrial Estate,Blaina,Blaenau Gwent,,NP13 3DQ,01495355830,300,,,,,,,,,,,51.7771638,-3.1689978
6772309,GLYNCOED PRIMARY,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Badminton Grove,Ebbw Vale,Blaenau Gwent,,NP23 5UL,01495302402,341,,,,,,,,,,,51.7924,-3.212268
6772310,Rhos y Fedwen,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Honeyfield Road,Rassau,Ebbw Vale,Blaenau Gwent,NP23 5TA,01495356021,128,,,,,,,,,,,51.79965499999999,-3.2232007
6772311,Ystruth Primary,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,East Pentwyn,Blaina,Blaenau Gwent,,NP13 3XG,01495355990,340,,,,,,,,,,,51.76700349999999,-3.1544176
6772312,St. Illtyd's Primary School,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanhilleth,,,Abertillery,NP13 2JT,01495364830,183,,,,,,,,,,,51.6995308,-3.1338709
6772313,Coed y Garn Primary School,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Parrot Row,Blaina,Blaenau Gwent,,NP13 3AH,01495290044,180,,,,,,,,,,,51.7767297,-3.1641054
6773308,ST MARY'S ROMAN CATHOLIC,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Catholic Road,Brynmawr,Blaenau Gwent,,NP23 4EF,01495310596,232,,,,,,,,,,,51.7973245,-3.1721807
6773309,St. MARY'S CHURCH SCHOOL,677,Blaenau Gwent,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Intermediate Road,Brynmawr,Blaenau Gwent,,NP23 4SF,01495310525,239,,,,,,,,,,,51.8031166,-3.1720932
6773315,All Saints R.C. Primary School,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Heol yr Ysgol,Ebbw Vale,Blaenau Gwent,,NP23 6QF,01495303631,211,,,,,,,,,,,51.7787099,-3.2228212
6773316,St. Joseph's R.C. Primary,677,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Ashvale,Tredegar,Blaenau Gwent,,NP22 3RU,01495722899,111,,,,,,,,,,,51.7854308,-3.2570755
6774061,Tredegar Comprehensive School,677,Blaenau Gwent,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Stable Lane,Tredegar,Blaenau Gwent,,NP22 4BH,01495713000,719,,,,,,,,,,,51.7660061,-3.2416356
6775401,Brynmawr Foundation School,677,Blaenau Gwent,Secondary,Foundation,EM,English medium,Secondary (ages 11-16),---,"Rhydw, Intermediate Road",Brynmawr,Blaenau Gwent,,NP23 4XT,01495310527,577,,,,,,,,,,,51.8057344,-3.1668952
6775500,Ebbw Fawr Learning Community,677,Blaenau Gwent,Middle,Community,EM,English medium,Middle (ages 3-16),---,Lime Avenue,Ebbw Vale,Blaenau Gwent,,NP23 6GL,01495354690,1407,,,,,,,,,,,51.77592600000001,-3.203372
6775501,Abertillery Learning Community,677,Blaenau Gwent,Middle,Community,EM,English medium,Middle (ages 3-16),---,Alma Street,Abertillery,Blaenau Gwent,,NP13 1HN,01495355911,1666,,,,,,,,,,,51.73518809999999,-3.1343329
6777011,Pen-y-Cwm Special School,677,Blaenau Gwent,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Strand Annealing Lane,Ebbw Vale,Blaenau Gwent,,NP23 6AN,01495357758,168,,,,,,,,,,,51.766756,-3.1991374
6777012,The River Centre 3-16 Learning Community,677,Blaenau Gwent,Special,Not Applicable,0 ,Not available,Special (without post-16 provision),---,Pontygof,,Ebbw Vale,Blaenau Gwent,NP23 6EH,01495357714,56,,,,,,,,,,,51.783071,-3.2057392
6782203,Llanyrafon Primary School,678,Torfaen,Primary,Community,EM,English medium,Infants & Juniors,---,Llanyrafon Way,Llanyrafon,Cwmbran,Torfaen,NP44 8HW,01633867130,393,,,,,,,,,,,51.6483739,-3.0072874
6782204,Maendy Junior and Infants,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wayfield Crescent,Cwmbran,Torfaen,,NP44 1NH,01495742780,243,,,,,,,,,,,51.6586206,-3.0236793
6782205,Llantarnam Community Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llantarnam Road,Llantarnam,Cwmbran,Torfaen,NP44 3XB,01633480039,369,,,,,,,,,,,51.6350599,-3.0073547
6782211,Pontnewydd Primary & Nursery,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bryncelyn Road,Pontnewydd,Cwmbran,Torfaen,NP44 1JW,01633483307,369,,,,,,,,,,,51.6612851,-3.0355306
6782249,Greenmeadow Primary,678,Torfaen,Primary,Community,EM,English medium,Infants & Juniors,---,Greenmeadow,,Cwmbran,Torfaen,NP44 5YY,01633484320,184,,,,,,,,,,,51.65004099999999,-3.0540523
6782298,Cwmffrwdoer Primary,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Waunddu,Pontnewynydd,Pontypool,Torfaen,NP4 6QZ,01495742761,233,,,,,,,,,,,51.7108365,-3.065668
6782308,George Street Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wainfelin Road,Pontypool,Torfaen,,NP4 6BX,01495756436,422,,,,,,,,,,,51.70572259999999,-3.0468285
6782312,Ysgol Gymraeg Cwmbran Primary,678,Torfaen,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Henllys Way,St Dials,Cwmbran,Torfaen,NP44 4HB,01633483383,293,,,,,,,,,,,51.6453881,-3.0341177
6782315,Garnteg Primary,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hillcrest,Garndiffaith,Pontypool,Torfaen,NP4 7SJ,01495742934,388,,,,,,,,,,,51.7361428,-3.0643668
6782318,YSGOL BRYN ONNEN,678,Torfaen,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Varteg Road,Pontypool,Torfaen,,NP4 7RT,01495772284,179,,,,,,,,,,,51.7459389,-3.0641455
6782319,Woodlands Community Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Thornhill Road,Upper Cwmbran,Cwmbran,Torfaen,NP44 5UA,01633647488,341,,,,,,,,,,,51.6600217,-3.0453115
6782320,New Inn Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Off Golf Road,New Inn,Pontypool,Torfaen,NP4 0NG,01495742320,567,,,,,,,,,,,51.69238379999999,-3.005114
6782321,Griffithstown Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Florence Place,Griffithstown,Pontypool,Torfaen,NP4 5DN,01495759679,383,,,,,,,,,,,51.6829107,-3.0250605
6782322,Penygarn Community Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penygarn Road,Penygarn,Pontypool,,NP4 8JR,01495742090,403,,,,,,,,,,,51.7103382,-3.0347568
6782323,Blenheim Road Community Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Blenheim Road,St Dials,Cwmbran,,NP44 4SZ,01633484655,281,,,,,,,,,,,51.6472944,-3.0382698
6782324,Coed Eva Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Teynes,Coed Eva,Cwmbran,Torfaen,NP44 4TG,01633484131,482,,,,,,,,,,,51.64112230000001,-3.0463437
6782325,Croesyceiliog Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,North Road,Croesyceiliog,Cwmbran,Torfaen,NP44 2LL,01633624114,389,,,,,,,,,,,51.6618953,-3.00952
6782326,Nant Celyn Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Henllys Way,Cwmbran,,,NP44 7DJ,01633624170,469,,,,,,,,,,,51.6423311,-3.0390246
6782327,Ysgol Panteg,678,Torfaen,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Station Road,Griffithstown,,Pontypool,NP4 5HP,01495762581,415,,,,,,,,,,,51.6797868,-3.0193111
6783028,Blaenavon Heritage VC Primary School,678,Torfaen,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Blaenavon Community Campus,Middle Coed Cae Road,Blaenavon,Torfaen,NP4 9AW,01495766500,472,,,,,,,,,,,51.7737045,-3.0774214
6783321,Cwmbran R.C. Jnr. & Infts.,678,Torfaen,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Victoria Street,Cwmbran,Torfaen,,NP44 3JR,01633484673,221,,,,,,,,,,,51.6468042,-3.0218436
6783324,St. Davids Cwmbran R.C. School,678,Torfaen,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Caldicot Way,Pontrhydyrun,Cwmbran,Torfaen,NP44 1UF,01633482580,236,,,,,,,,,,,51.6468042,-3.0218436
6783330,Henllys Church in Wales,678,Torfaen,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Church in Wales,Ty Canol Way,Cwmbran,Torfaen,,NP44 6JA,01633877796,179,,,,,,,,,,,51.6429389,-3.0576705
6783331,Padre Pio RC Primary School,678,Torfaen,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Conway Road,Pontypool,Torfaen,,NP4 6HL,01495742074,189,,,,,,,,,,,51.70372390000001,-3.048978
6783332,PONTHIR CHURCH IN WALES SCHOOL,678,Torfaen,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Church in Wales,Caerleon Road,Ponthir,Torfaen,,NP18 1GA,01633620999,98,,,,,,,,,,,51.6373407,-2.9834835
6784051,Croesyceiliog School,678,Torfaen,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Woodland Road,Croesyceiliog,Cwmbran,Torfaen,NP44 2YB,01633645900,1179,,,,,,,,,,,51.6548084,-3.0055121
6784070,Abersychan Comprehensive,678,Torfaen,Secondary,Community,EM,English medium,Secondary (ages 11-16),---, INCLINE ROAD,ABERSYCHAN,Pontypool,Torfaen,NP4 7DF,01495773068,759,,,,,,,,,,,51.7282983,-3.0594376
6784072,West Monmouth School,678,Torfaen,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Blaendare Road,Pontypool,Torfaen,,NP4 5YG,01495762080,1174,,,,,,,,,,,51.6964689,-3.037906
6784076,Cwmbran High School,678,Torfaen,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Ty Gwyn Way,Fairwater,Cwmbran,,NP44 4YZ,01633643950,1119,,,,,,,,,,,51.6479003,-3.0518516
6784603,St. Albans R.C. High School,678,Torfaen,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-16),Roman Catholic,The Park,Pontypool,Torfaen,,NP4 6XG,01495765800,795,,,,,,,,,,,51.7029703,-3.0387405
6785500,Ysgol Gymraeg Gwynllyw,678,Torfaen,Middle,Community,WM,Welsh medium,Middle (ages 3-19),Not available,Heol Folly,Trefddyn,Pontypool,Torfaen,NP4 8JD,01495750405,781,,,,,,,,,,,51.7149779,-3.0377818
6787012,Crownbridge Special School,678,Torfaen,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Turnpike Road,Croesyceiliog,Cwmbran,Torfaen,NP44 2BJ,01633624201,130,,,,,,,,,,,51.6534652,-3.0053727
6792057,Gilwern Primary School,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Cae Meldon,Gilwern,Abergavenny,Monmouthshire,NP7 0AY,01873830325,214,,,,,,,,,,,51.8297725,-3.091101
6792134,Goytre Fawr Primary,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Penperlleni,Nr Pontypool,Monmouthshire,,NP4 0AH,01873880369,181,,,,,,,,,,,51.7356421,-2.9828875
6792163,Undy Primary School,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pennyfarthing Lane,Undy,Newport,Monmouthshire,NP26 3LZ,01633880021,399,,,,,,,,,,,51.5803946,-2.8219666
6792164,ROGIET COUNTY PRIMARY,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Station Road,Rogiet,Newport,Monmouthshire,NP26 3SD,01291420348,204,,,,,,,,,,,51.5864556,-2.7837345
6792228,Pembroke Primary,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Fairfield Road,Bulwark,Chepstow,Monmouthshire,NP16 5JP,01291622310,250,,,,,,,,,,,51.6312138,-2.6774251
6792243,LLANVIHANGEL CRUCORNEY COUNTY PRIMARY SCHOOL,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Pandy,Abergavenny,Monmouthshire,,NP7 8DL,01873890416,70,,,,,,,,,,,51.8862922,-2.9719609
